,season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
94,2011,NBA,Solomon Alabi,alabiso01,22,TOR,C,12,0.0,59,2.6,13.1,0.2,0.0,0.0,,2.6,13.1,0.2,0.2,0.0,1.8,0.0,6.1,6.1,12.3,1.8,1.8,1.8,2.6,4.4,5.3,61.0,112.0
95,2012,NBA,Solomon Alabi,alabiso01,23,TOR,C,14,0.0,122,5.7,15.9,0.361,0.0,0.0,,5.7,15.9,0.361,0.361,3.1,3.5,0.875,6.6,14.1,20.7,1.3,0.9,4.0,2.2,4.8,14.5,95.0,98.0
96,2022,NBA,Santi Aldama,aldamsa01,21,MEM,PF,32,0.0,360,7.0,17.5,0.402,0.8,6.4,0.125,6.2,11.2,0.56,0.424,2.7,4.3,0.625,4.4,7.2,11.6,2.8,0.8,1.3,2.1,4.8,17.5,101.0,111.0
97,2023,NBA,Santi Aldama,aldamsa01,22,MEM,PF,77,20.0,1682,7.0,14.8,0.47,2.7,7.5,0.353,4.3,7.3,0.591,0.56,3.0,4.1,0.75,2.4,8.1,10.5,2.7,1.3,1.4,1.7,4.0,19.7,120.0,111.0
98,2024,NBA,Santi Aldama,aldamsa01,23,MEM,PF,61,35.0,1618,7.5,17.2,0.435,3.2,9.2,0.349,4.3,8.0,0.534,0.528,1.6,2.6,0.621,2.2,8.5,10.6,4.2,1.3,1.6,2.1,2.7,19.8,109.0,114.0
99,2025,NBA,Santi Aldama,aldamsa01,24,MEM,PF,65,16.0,1660,8.8,18.1,0.483,3.4,9.1,0.368,5.4,9.0,0.599,0.576,1.8,2.6,0.691,2.6,9.0,11.6,5.3,1.5,0.8,2.0,2.1,22.7,123.0,113.0
100,2015,NBA,Furkan Aldemir,aldemfu01,23,PHI,PF,41,9.0,540,3.7,7.2,0.513,0.0,0.5,0.0,3.7,6.8,0.548,0.513,1.2,2.5,0.481,7.2,9.1,16.3,2.6,1.6,1.5,1.6,8.9,8.6,117.0,104.0
101,2011,NBA,Cole Aldrich,aldrico01,22,OKC,C,18,0.0,142,2.9,5.5,0.533,0.0,0.0,,2.9,5.5,0.533,0.533,0.7,1.5,0.5,4.7,8.0,12.8,1.5,1.8,2.6,2.9,10.9,6.6,98.0,104.0
102,2012,NBA,Cole Aldrich,aldrico01,23,OKC,C,26,0.0,173,6.6,12.5,0.524,0.0,0.0,,6.6,12.5,0.524,0.524,3.9,4.2,0.929,3.9,10.4,14.3,0.9,2.4,4.8,2.7,6.6,17.0,113.0,96.0
103,2013,NBA,Cole Aldrich,aldrico01,24,2TM,C,45,0.0,388,5.7,10.4,0.55,0.0,0.0,,5.7,10.4,0.55,0.55,1.6,2.6,0.6,3.9,11.7,15.6,1.2,0.7,3.0,3.0,7.8,13.0,102.0,105.0
104,2014,NBA,Cole Aldrich,aldrico01,25,NYK,C,46,2.0,330,5.3,9.8,0.541,0.0,0.0,,5.3,9.8,0.541,0.541,4.2,4.8,0.867,6.0,14.8,20.8,2.3,1.3,4.8,2.9,6.4,14.8,120.0,100.0
105,2015,NBA,Cole Aldrich,aldrico01,26,NYK,C,61,16.0,976,7.8,16.2,0.478,0.0,0.0,,7.8,16.2,0.478,0.478,2.7,3.5,0.781,5.4,12.8,18.2,4.0,2.0,3.5,3.2,6.6,18.2,104.0,102.0
106,2016,NBA,Cole Aldrich,aldrico01,27,LAC,C,60,5.0,800,8.4,14.1,0.596,0.0,0.0,,8.4,14.1,0.596,0.596,3.8,5.3,0.714,5.4,12.7,18.0,3.1,2.9,4.3,4.0,8.7,20.5,113.0,94.0
107,2017,NBA,Cole Aldrich,aldrico01,28,MIN,C,62,0.0,531,4.3,8.2,0.523,0.0,0.0,,4.3,8.2,0.523,0.523,1.4,2.1,0.682,4.9,10.2,15.1,2.4,2.4,2.2,1.6,8.1,10.0,118.0,107.0
108,2018,NBA,Cole Aldrich,aldrico01,29,MIN,C,21,0.0,49,5.1,15.3,0.333,0.0,0.0,,5.1,15.3,0.333,0.333,2.0,6.1,0.333,3.1,12.2,15.3,3.1,2.0,1.0,1.0,11.2,12.2,85.0,107.0
109,2007,NBA,LaMarcus Aldridge,aldrila01,21,POR,C,63,22.0,1392,9.4,18.7,0.503,0.0,0.1,0.0,9.4,18.6,0.505,0.503,3.2,4.5,0.722,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,113.0,109.0
110,2008,NBA,LaMarcus Aldridge,aldrila01,22,POR,PF,76,76.0,2649,11.6,23.9,0.484,0.0,0.1,0.143,11.5,23.8,0.486,0.484,4.7,6.1,0.762,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,108.0,107.0
111,2009,NBA,LaMarcus Aldridge,aldrila01,23,POR,PF,81,81.0,3004,11.1,22.9,0.484,0.1,0.5,0.25,11.0,22.4,0.489,0.486,4.8,6.2,0.781,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,115.0,108.0
112,2010,NBA,LaMarcus Aldridge,aldrila01,24,POR,PF,78,78.0,2922,10.8,21.9,0.495,0.1,0.3,0.313,10.7,21.6,0.498,0.497,4.3,5.7,0.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,113.0,107.0
113,2011,NBA,LaMarcus Aldridge,aldrila01,25,POR,PF,81,81.0,3211,12.0,24.1,0.5,0.1,0.4,0.174,12.0,23.7,0.505,0.501,6.0,7.5,0.791,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,114.0,107.0
114,2012,NBA,LaMarcus Aldridge,aldrila01,26,POR,PF,55,55.0,1994,12.7,24.9,0.512,0.1,0.3,0.182,12.7,24.6,0.516,0.513,5.9,7.2,0.814,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,113.0,106.0
115,2013,NBA,LaMarcus Aldridge,aldrila01,27,POR,PF,74,74.0,2790,12.0,24.8,0.484,0.0,0.3,0.143,12.0,24.6,0.488,0.485,5.3,6.6,0.81,3.3,9.3,12.6,3.6,1.2,1.7,2.7,3.5,29.4,108.0,107.0
116,2014,NBA,LaMarcus Aldridge,aldrila01,28,POR,PF,69,69.0,2498,13.2,28.8,0.458,0.1,0.3,0.2,13.1,28.5,0.461,0.459,6.0,7.3,0.822,3.4,12.1,15.5,3.6,1.3,1.4,2.5,3.0,32.5,108.0,104.0
117,2015,NBA,LaMarcus Aldridge,aldrila01,29,POR,PF,71,71.0,2512,13.4,28.7,0.466,0.8,2.1,0.352,12.6,26.6,0.475,0.479,6.2,7.3,0.845,3.6,11.1,14.7,2.5,1.0,1.4,2.5,2.5,33.7,108.0,102.0
118,2016,NBA,LaMarcus Aldridge,aldrila01,30,SAS,PF,74,74.0,2261,12.1,23.7,0.513,0.0,0.4,0.0,12.1,23.3,0.521,0.513,5.9,6.8,0.858,4.0,10.3,14.3,2.5,0.9,1.8,2.2,3.4,30.1,114.0,99.0
119,2017,NBA,LaMarcus Aldridge,aldrila01,31,SAS,PF,72,72.0,2335,10.9,22.9,0.477,0.5,1.2,0.411,10.4,21.7,0.48,0.488,4.8,5.9,0.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,111.0,104.0
120,2018,NBA,LaMarcus Aldridge,aldrila01,32,SAS,C,75,75.0,2509,13.8,27.1,0.51,0.5,1.9,0.293,13.3,25.3,0.526,0.52,6.7,8.0,0.837,5.0,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,118.0,105.0
121,2019,NBA,LaMarcus Aldridge,aldrila01,33,SAS,C,81,81.0,2687,12.4,24.0,0.519,0.2,0.8,0.238,12.3,23.2,0.528,0.522,6.3,7.5,0.847,4.6,9.0,13.5,3.5,0.8,1.9,2.6,3.3,31.4,117.0,110.0
122,2020,NBA,LaMarcus Aldridge,aldrila01,34,SAS,C,53,53.0,1754,10.7,21.6,0.493,1.7,4.3,0.389,9.0,17.3,0.519,0.532,4.3,5.2,0.827,2.8,7.9,10.7,3.5,1.0,2.4,2.0,3.5,27.3,115.0,112.0
123,2021,NBA,LaMarcus Aldridge,aldrila01,35,2TM,C,26,23.0,674,10.1,21.3,0.473,2.2,5.8,0.388,7.8,15.5,0.505,0.525,2.9,3.4,0.872,1.4,7.1,8.5,3.5,0.8,2.1,1.9,3.4,25.3,109.0,113.0
124,2022,NBA,LaMarcus Aldridge,aldrila01,36,BRK,C,47,12.0,1050,11.6,21.1,0.55,0.6,2.1,0.304,11.0,19.0,0.578,0.566,4.1,4.7,0.873,3.4,8.5,11.9,1.9,0.6,2.2,2.0,3.6,28.0,119.0,112.0
125,2016,NBA,Cliff Alexander,alexacl01,20,POR,PF,8,0.0,36,6.9,13.9,0.5,0.0,0.0,,6.9,13.9,0.5,0.5,0.0,0.0,,2.8,5.6,8.3,0.0,1.4,2.8,1.4,1.4,13.9,100.0,107.0
126,1999,NBA,Cory Alexander,alexaco01,25,DEN,PG,36,4.0,778,6.6,17.7,0.373,2.0,7.2,0.286,4.6,10.6,0.432,0.431,2.5,3.0,0.841,0.5,4.6,5.0,8.1,2.4,0.3,4.7,5.3,17.8,92.0,111.0
127,2000,NBA,Cory Alexander,alexaco01,26,DEN,PG,29,2.0,329,4.3,15.1,0.286,1.4,5.4,0.257,2.9,9.7,0.302,0.332,2.6,3.4,0.773,1.2,5.2,6.5,8.9,3.7,0.3,4.3,6.0,12.6,84.0,103.0
128,2001,NBA,Cory Alexander,alexaco01,27,ORL,PG,26,0.0,227,4.1,12.7,0.321,0.9,3.6,0.25,3.2,9.1,0.35,0.357,2.7,4.1,0.667,0.0,5.7,5.7,8.2,3.6,0.0,5.7,6.6,11.8,77.0,100.0
129,2005,NBA,Cory Alexander,alexaco01,31,CHA,SG,16,1.0,201,4.1,12.7,0.327,2.1,4.9,0.421,2.1,7.8,0.267,0.408,2.3,3.1,0.75,2.1,5.4,7.5,9.6,2.3,0.3,4.9,7.5,12.7,91.0,108.0
130,2001,NBA,Courtney Alexander,alexaco02,23,2TM,PG,65,24.0,1382,8.9,21.4,0.417,0.6,1.7,0.37,8.3,19.7,0.421,0.432,4.6,5.6,0.82,1.6,3.8,5.3,2.3,1.7,0.2,2.8,5.2,23.1,96.0,109.0
131,2002,NBA,Courtney Alexander,alexaco02,24,WAS,SG,56,28.0,1325,9.1,19.4,0.47,0.2,0.7,0.278,8.9,18.7,0.478,0.476,4.0,5.0,0.81,1.8,4.3,6.1,3.5,1.4,0.3,2.5,4.6,22.5,106.0,109.0
132,2003,NBA,Courtney Alexander,alexaco02,25,NOH,PG,66,7.0,1360,7.6,19.9,0.382,0.8,2.3,0.333,6.9,17.7,0.388,0.401,4.7,5.8,0.808,1.5,3.1,4.7,3.1,1.2,0.2,2.7,4.9,20.7,96.0,106.0
133,2009,NBA,Joe Alexander,alexajo01,22,MIL,SF,59,0.0,716,7.4,17.7,0.416,1.2,3.3,0.348,6.2,14.4,0.432,0.449,4.2,6.0,0.699,3.2,5.1,8.3,3.0,1.1,2.1,3.8,7.7,20.1,96.0,108.0
134,2010,NBA,Joe Alexander,alexajo01,23,CHI,SF,8,0.0,29,1.8,10.7,0.167,0.0,1.8,0.0,1.8,8.9,0.2,0.167,3.6,5.3,0.667,3.6,5.3,8.9,3.6,1.8,1.8,0.0,16.0,7.1,88.0,104.0
135,2020,NBA,Kyle Alexander,alexaky01,23,MIA,C,2,0.0,13,3.8,7.5,0.5,0.0,0.0,,3.8,7.5,0.5,0.5,0.0,0.0,,7.5,3.8,11.3,0.0,0.0,0.0,3.8,3.8,7.5,96.0,116.0
136,2020,NBA,Nickeil Alexander-Walker,alexani01,21,NOP,SG,47,1.0,591,7.7,20.8,0.368,3.6,10.4,0.346,4.1,10.4,0.391,0.455,2.0,2.9,0.676,0.7,5.9,6.6,7.0,1.3,0.6,4.2,4.5,20.9,93.0,113.0
137,2021,NBA,Nickeil Alexander-Walker,alexani01,22,NOP,SG,46,13.0,1007,9.1,21.8,0.419,3.6,10.4,0.347,5.5,11.4,0.485,0.502,2.3,3.1,0.727,0.6,6.2,6.9,4.9,2.2,1.0,3.3,4.2,24.2,101.0,112.0
138,2022,NBA,Nickeil Alexander-Walker,alexani01,23,2TM,SG,65,21.0,1466,8.5,22.9,0.372,3.5,11.4,0.311,5.0,11.5,0.433,0.449,2.7,3.7,0.743,1.2,5.1,6.3,5.3,1.5,0.8,3.1,3.5,23.3,98.0,114.0
139,2023,NBA,Nickeil Alexander-Walker,alexani01,24,2TM,SG,59,3.0,884,7.1,15.9,0.444,3.3,8.6,0.384,3.8,7.3,0.515,0.547,2.2,3.2,0.667,0.8,4.6,5.4,5.8,1.7,1.1,3.0,4.7,19.6,109.0,116.0
140,2024,NBA,Nickeil Alexander-Walker,alexani01,25,MIN,SG,82,20.0,1921,6.1,13.8,0.439,3.4,8.6,0.391,2.7,5.2,0.517,0.56,1.3,1.7,0.8,0.9,3.4,4.3,5.2,1.6,1.1,2.0,3.7,16.9,115.0,111.0
141,2025,NBA,Nickeil Alexander-Walker,alexani01,26,MIN,SG,82,10.0,2073,6.4,14.7,0.438,3.4,8.8,0.381,3.1,5.9,0.524,0.553,2.2,2.8,0.78,1.3,5.0,6.3,5.3,1.2,0.8,2.4,3.3,18.4,116.0,114.0
142,2025,NBA,Trey Alexander,alexatr01,21,DEN,SG,24,0.0,117,5.3,16.9,0.317,1.2,7.0,0.176,4.1,9.9,0.417,0.354,1.2,1.6,0.75,0.4,4.5,4.9,4.5,0.8,0.4,2.1,4.1,13.2,84.0,120.0
143,2021,NBA,Ty-Shon Alexander,alexaty01,22,PHO,SG,15,0.0,47,3.2,12.6,0.25,2.1,9.5,0.222,1.1,3.2,0.333,0.333,1.1,2.1,0.5,2.1,8.4,10.5,6.3,0.0,1.1,3.2,2.1,9.5,84.0,114.0
144,2002,NBA,Victor Alexander,alexavi01,32,DET,C,15,0.0,97,9.9,28.0,0.353,0.0,1.1,0.0,9.9,26.9,0.367,0.353,2.2,4.4,0.5,3.8,12.1,15.9,3.3,0.0,0.5,2.7,3.3,22.0,80.0,103.0
145,2019,NBA,Rawle Alkins,alkinra01,21,CHI,SG,10,1.0,120,5.3,15.8,0.333,1.2,4.8,0.25,4.0,10.9,0.37,0.372,3.2,4.8,0.667,4.4,6.1,10.5,5.3,0.4,0.0,3.2,2.8,15.0,93.0,117.0
146,2019,NBA,Grayson Allen,allengr01,23,UTA,SG,38,2.0,416,7.7,20.5,0.376,3.7,11.4,0.323,4.0,9.1,0.443,0.466,5.2,6.9,0.75,0.3,2.3,2.6,2.9,0.7,0.7,3.8,5.4,24.3,95.0,111.0
147,2020,NBA,Grayson Allen,allengr01,24,MEM,SG,38,0.0,718,7.6,16.3,0.466,3.7,9.2,0.404,3.9,7.2,0.545,0.58,2.5,2.9,0.867,0.5,5.0,5.5,3.4,0.7,0.1,2.1,3.4,21.5,114.0,115.0
148,2021,NBA,Grayson Allen,allengr01,25,MEM,SG,50,38.0,1259,6.6,15.7,0.418,4.1,10.4,0.391,2.5,5.3,0.471,0.547,3.0,3.5,0.868,0.7,5.4,6.1,4.1,1.7,0.3,1.8,2.7,20.2,116.0,113.0
149,2022,NBA,Grayson Allen,allengr01,26,MIL,SG,66,61.0,1805,6.8,15.1,0.448,4.2,10.4,0.409,2.6,4.8,0.533,0.588,1.7,2.0,0.865,0.9,5.1,5.9,2.7,1.2,0.5,1.1,2.6,19.5,122.0,114.0
150,2023,NBA,Grayson Allen,allengr01,27,MIL,SG,72,70.0,1972,5.9,13.5,0.44,3.5,8.9,0.399,2.4,4.6,0.518,0.571,2.8,3.1,0.905,1.5,4.3,5.7,3.9,1.5,0.3,1.7,2.8,18.2,123.0,114.0
151,2024,NBA,Grayson Allen,allengr01,28,PHO,SG,75,74.0,2513,6.6,13.3,0.499,4.0,8.6,0.461,2.6,4.6,0.57,0.649,2.5,2.9,0.878,0.9,4.8,5.7,4.4,1.3,0.9,1.8,3.1,19.7,130.0,117.0
152,2025,NBA,Grayson Allen,allengr01,29,PHO,SG,64,7.0,1544,7.0,15.7,0.448,4.8,11.2,0.426,2.2,4.5,0.504,0.6,3.0,3.7,0.816,1.1,5.1,6.2,4.4,1.7,0.6,2.4,3.0,21.8,119.0,120.0
153,2018,NBA,Jarrett Allen,allenja01,19,BRK,C,72,31.0,1441,7.9,13.4,0.589,0.2,0.5,0.333,7.7,12.9,0.599,0.596,3.8,5.0,0.776,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,119.0,108.0
154,2019,NBA,Jarrett Allen,allenja01,20,BRK,C,80,80.0,2096,7.6,12.9,0.59,0.1,1.0,0.133,7.5,11.9,0.629,0.595,4.5,6.3,0.709,4.3,10.9,15.3,2.5,1.0,2.7,2.3,4.2,19.8,123.0,106.0
155,2020,NBA,Jarrett Allen,allenja01,21,BRK,C,70,64.0,1852,7.7,11.9,0.649,0.0,0.2,0.0,7.7,11.7,0.658,0.649,4.4,6.9,0.633,5.5,11.6,17.1,2.8,1.0,2.4,2.0,4.1,19.8,132.0,106.0
156,2021,NBA,Jarrett Allen,allenja01,22,2TM,C,63,45.0,1864,7.9,12.7,0.618,0.2,0.5,0.316,7.7,12.2,0.631,0.624,5.4,7.6,0.703,5.2,11.5,16.6,2.8,0.8,2.4,2.6,2.5,21.2,127.0,112.0
157,2022,NBA,Jarrett Allen,allenja01,23,CLE,C,56,56.0,1809,10.2,15.0,0.677,0.0,0.3,0.1,10.2,14.8,0.688,0.678,4.6,6.4,0.708,5.3,11.3,16.6,2.5,1.2,2.1,2.6,2.7,25.0,132.0,106.0
158,2023,NBA,Jarrett Allen,allenja01,24,CLE,C,68,68.0,2220,9.1,14.1,0.644,0.0,0.2,0.1,9.1,13.9,0.653,0.645,3.7,5.0,0.733,5.0,10.1,15.0,2.6,1.2,1.9,2.1,3.5,21.9,132.0,108.0
159,2024,NBA,Jarrett Allen,allenja01,25,CLE,C,77,77.0,2442,10.5,16.6,0.634,0.0,0.1,0.0,10.5,16.4,0.638,0.634,4.7,6.4,0.742,4.9,11.5,16.4,4.2,1.1,1.6,2.4,3.0,25.7,131.0,110.0
160,2025,NBA,Jarrett Allen,allenja01,26,CLE,C,82,82.0,2296,9.5,13.4,0.706,0.0,0.1,0.0,9.5,13.3,0.712,0.706,4.2,5.8,0.718,4.5,12.2,16.7,3.3,1.6,1.5,2.0,2.7,23.1,142.0,108.0
161,2018,NBA,Kadeem Allen,allenka01,25,BOS,PG,18,1.0,107,2.8,10.3,0.273,0.0,5.1,0.0,2.8,5.1,0.545,0.273,3.3,4.2,0.778,1.9,3.3,5.1,5.6,1.4,0.9,4.2,7.0,8.9,78.0,106.0
162,2019,NBA,Kadeem Allen,allenka01,26,NYK,PG,19,1.0,416,7.5,16.3,0.461,2.0,4.2,0.472,5.6,12.2,0.457,0.521,4.9,6.3,0.778,0.9,5.0,5.9,8.8,1.9,0.5,3.0,5.3,21.9,116.0,114.0
163,2020,NBA,Kadeem Allen,allenka01,27,NYK,PG,10,0.0,117,7.9,18.3,0.432,2.1,6.7,0.313,5.8,11.7,0.5,0.489,2.9,4.6,0.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,2.9,20.8,106.0,114.0
164,2012,NBA,Lavoy Allen,allenla01,22,PHI,PF,41,15.0,624,6.8,14.3,0.473,0.0,0.0,,6.8,14.3,0.473,0.473,0.9,1.2,0.786,4.0,10.6,14.7,2.9,1.1,1.5,1.7,6.3,14.5,104.0,98.0
165,2013,NBA,Lavoy Allen,allenla01,23,PHI,C,79,37.0,1669,6.5,14.3,0.454,0.0,0.0,0.0,6.5,14.3,0.455,0.454,1.4,1.9,0.717,5.0,7.5,12.5,2.3,0.8,1.7,1.7,5.7,14.4,103.0,106.0
166,2014,NBA,Lavoy Allen,allenla01,24,2TM,PF,65,2.0,1072,6.1,13.6,0.447,0.1,0.6,0.154,6.0,13.1,0.46,0.45,1.5,2.3,0.66,5.4,8.7,14.1,3.2,1.1,1.5,2.0,5.7,13.8,104.0,108.0
167,2015,NBA,Lavoy Allen,allenla01,25,IND,C,63,0.0,1070,6.8,14.4,0.472,0.0,0.0,,6.8,14.4,0.472,0.472,1.6,2.3,0.702,5.9,9.6,15.6,3.5,0.7,2.0,1.9,4.9,15.2,109.0,102.0
168,2016,NBA,Lavoy Allen,allenla01,26,IND,PF,79,28.0,1599,5.9,11.5,0.516,0.0,0.0,,5.9,11.5,0.516,0.516,1.4,2.3,0.63,5.0,8.1,13.2,2.4,0.8,1.3,2.1,4.6,13.3,110.0,104.0
169,2017,NBA,Lavoy Allen,allenla01,27,IND,PF,61,5.0,871,4.4,9.7,0.458,0.0,0.1,0.0,4.4,9.6,0.461,0.458,1.3,1.9,0.697,6.0,6.6,12.6,3.3,1.0,1.4,1.7,4.5,10.2,114.0,110.0
170,2002,NBA,Malik Allen,allenma01,23,MIA,PF,12,2.0,161,7.5,17.4,0.431,0.0,0.3,0.0,7.5,17.1,0.44,0.431,2.7,3.4,0.8,5.1,7.8,13.0,1.7,1.0,2.7,0.7,5.5,17.7,108.0,99.0
171,2003,NBA,Malik Allen,allenma01,24,MIA,PF,80,73.0,2318,7.9,18.6,0.424,0.0,0.1,0.0,7.9,18.5,0.426,0.424,2.3,2.9,0.802,3.2,6.9,10.0,1.3,0.9,1.8,3.0,5.5,18.1,89.0,103.0
172,2004,NBA,Malik Allen,allenma01,25,MIA,PF,45,6.0,616,7.4,17.5,0.419,0.0,0.0,,7.4,17.5,0.419,0.419,2.2,2.9,0.758,3.7,6.8,10.5,1.4,1.1,2.5,2.4,7.2,16.9,93.0,101.0
173,2005,NBA,Malik Allen,allenma01,26,2TM,PF,36,1.0,519,8.5,17.9,0.475,0.0,0.0,,8.5,17.9,0.475,0.475,2.6,2.8,0.929,4.0,6.0,10.0,1.8,0.9,2.2,1.8,5.4,19.6,108.0,106.0
174,2006,NBA,Malik Allen,allenma01,27,CHI,PF,54,20.0,701,8.9,18.2,0.49,0.1,0.1,1.0,8.8,18.1,0.488,0.492,1.7,2.8,0.605,3.2,7.1,10.3,1.5,1.0,1.2,2.5,6.8,19.6,98.0,104.0
175,2007,NBA,Malik Allen,allenma01,28,CHI,PF,60,1.0,638,8.6,20.7,0.415,0.0,0.1,0.0,8.6,20.6,0.416,0.415,2.2,2.7,0.824,3.4,6.2,9.6,1.3,1.4,1.3,1.7,6.8,19.4,96.0,100.0
176,2008,NBA,Malik Allen,allenma01,29,2TM,PF,73,16.0,1096,7.5,15.7,0.48,0.0,0.1,0.5,7.5,15.6,0.48,0.482,1.1,1.2,0.92,3.2,6.3,9.4,2.1,0.9,1.5,2.2,7.2,16.3,100.0,109.0
177,2009,NBA,Malik Allen,allenma01,30,MIL,PF,49,3.0,579,6.5,15.2,0.429,0.0,0.1,0.0,6.5,15.1,0.432,0.429,0.9,1.9,0.476,3.1,6.1,9.2,3.1,0.6,1.1,1.8,8.0,14.0,96.0,110.0
178,2010,NBA,Malik Allen,allenma01,31,DEN,PF,51,3.0,456,5.1,12.9,0.397,0.1,0.7,0.167,5.0,12.2,0.409,0.401,1.3,1.4,0.923,4.0,5.1,9.1,1.8,1.2,0.6,2.4,7.6,11.7,93.0,110.0
179,2011,NBA,Malik Allen,allenma01,32,ORL,PF,18,0.0,178,3.3,9.2,0.355,0.0,0.0,,3.3,9.2,0.355,0.355,0.3,0.6,0.5,3.5,5.9,9.5,1.2,0.3,1.2,0.9,8.9,6.8,92.0,105.0
180,1999,NBA,Ray Allen,allenra02,23,MIL,SG,50,50.0,1719,9.7,21.6,0.45,2.4,6.7,0.356,7.3,14.9,0.492,0.505,5.6,6.3,0.903,1.8,5.0,6.8,5.7,1.7,0.2,3.9,3.8,27.5,110.0,106.0
181,2000,NBA,Ray Allen,allenra02,24,MIL,SG,82,82.0,3070,10.8,23.8,0.455,2.9,6.9,0.423,7.9,16.9,0.468,0.516,6.0,6.7,0.887,1.4,4.7,6.1,5.2,1.9,0.3,3.1,3.2,30.5,115.0,110.0
182,2001,NBA,Ray Allen,allenra02,25,MIL,SG,82,82.0,3129,10.5,21.8,0.48,3.4,7.8,0.433,7.1,14.0,0.506,0.557,5.8,6.5,0.888,1.7,5.4,7.1,6.2,2.1,0.3,3.4,3.2,30.1,119.0,106.0
183,2002,NBA,Ray Allen,allenra02,26,MIL,SG,69,67.0,2525,11.2,24.2,0.462,4.8,11.1,0.434,6.3,13.1,0.485,0.561,4.5,5.2,0.873,1.7,4.9,6.6,5.7,1.9,0.4,3.4,3.3,31.7,116.0,109.0
184,2003,NBA,Ray Allen,allenra02,27,2TM,SG,76,75.0,2880,11.1,25.4,0.439,3.7,9.9,0.377,7.4,15.5,0.478,0.512,5.9,6.4,0.916,1.8,5.3,7.1,6.2,1.9,0.3,3.7,4.1,31.9,111.0,108.0
185,2004,NBA,Ray Allen,allenra02,28,SEA,SG,56,56.0,2152,11.1,25.2,0.44,3.7,9.4,0.392,7.4,15.8,0.468,0.512,6.1,6.7,0.904,1.7,5.4,7.1,6.6,1.8,0.3,3.9,3.3,31.9,112.0,110.0
186,2005,NBA,Ray Allen,allenra02,29,SEA,SG,78,78.0,3064,11.4,26.6,0.428,3.7,9.9,0.376,7.7,16.7,0.459,0.498,6.7,7.6,0.883,1.4,4.8,6.2,5.2,1.5,0.1,3.0,3.0,33.3,117.0,112.0
187,2006,NBA,Ray Allen,allenra02,30,SEA,SG,78,78.0,3022,11.8,26.0,0.454,4.7,11.3,0.412,7.1,14.7,0.486,0.544,5.6,6.2,0.903,1.2,4.5,5.8,5.0,1.8,0.3,3.3,2.6,33.9,118.0,116.0
188,2007,NBA,Ray Allen,allenra02,31,SEA,SG,55,55.0,2219,11.9,27.2,0.438,3.9,10.4,0.372,8.0,16.7,0.479,0.51,6.6,7.3,0.903,1.3,4.5,5.8,5.4,1.9,0.3,3.6,2.7,34.3,112.0,112.0
189,2008,NBA,Ray Allen,allenra02,32,BOS,SG,73,73.0,2624,8.8,19.8,0.445,3.6,9.1,0.398,5.2,10.7,0.485,0.537,4.3,4.8,0.907,1.5,3.9,5.4,4.5,1.3,0.3,2.6,3.0,25.6,116.0,103.0
190,2009,NBA,Ray Allen,allenra02,33,BOS,SG,79,79.0,2876,9.2,19.2,0.48,3.7,9.0,0.409,5.5,10.2,0.542,0.575,4.4,4.6,0.952,1.2,3.9,5.1,4.0,1.3,0.2,2.5,2.9,26.5,122.0,106.0
191,2010,NBA,Ray Allen,allenra02,34,BOS,SG,80,80.0,2819,8.6,18.1,0.477,2.7,7.4,0.363,5.9,10.7,0.556,0.551,4.3,4.7,0.913,0.8,3.9,4.7,3.9,1.2,0.5,2.4,3.4,24.2,115.0,108.0
192,2011,NBA,Ray Allen,allenra02,35,BOS,SG,80,80.0,2890,8.8,18.0,0.491,3.1,6.9,0.444,5.7,11.0,0.52,0.577,3.5,4.0,0.881,0.9,4.1,5.0,4.0,1.4,0.3,2.2,2.7,24.3,116.0,104.0
193,2012,NBA,Ray Allen,allenra02,36,BOS,SG,46,42.0,1565,7.7,16.7,0.458,3.6,7.9,0.453,4.1,8.8,0.463,0.566,3.3,3.6,0.915,0.5,4.3,4.8,3.7,1.7,0.3,2.3,2.8,22.2,111.0,101.0
