,season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
8965,2002,NBA,Lamar Odom,odomla01,22,LAC,SF,29,25.0,999,8.1,19.2,0.419,0.9,4.5,0.19,7.2,14.7,0.489,0.442,3.3,5.0,0.656,1.7,7.7,9.4,9.1,1.2,1.9,5.2,4.9,20.2,94.0,105.0
8966,2003,NBA,Lamar Odom,odomla01,23,LAC,SF,49,47.0,1679,8.4,19.1,0.439,1.3,4.0,0.326,7.1,15.1,0.469,0.473,4.3,5.5,0.777,1.8,8.4,10.2,5.6,1.3,1.3,4.4,5.7,22.3,99.0,106.0
8967,2004,NBA,Lamar Odom,odomla01,24,MIA,PF,80,80.0,3003,8.8,20.5,0.43,1.1,3.7,0.298,7.7,16.8,0.46,0.457,6.2,8.3,0.742,2.9,11.2,14.1,5.9,1.5,1.3,4.3,5.0,24.9,102.0,98.0
8968,2005,NBA,Lamar Odom,odomla01,25,LAL,PF,64,64.0,2320,8.3,17.6,0.473,0.8,2.7,0.308,7.5,15.0,0.502,0.496,4.7,6.8,0.695,3.1,11.8,14.9,5.4,1.0,1.5,3.7,4.8,22.2,107.0,108.0
8969,2006,NBA,Lamar Odom,odomla01,26,LAL,PF,80,80.0,3221,7.3,15.2,0.481,1.3,3.5,0.372,6.0,11.6,0.514,0.524,3.5,5.1,0.69,3.0,9.1,12.1,7.3,1.2,1.0,3.5,4.2,19.4,112.0,105.0
8970,2007,NBA,Lamar Odom,odomla01,27,LAL,PF,56,56.0,2202,7.4,15.9,0.468,1.3,4.2,0.297,6.2,11.6,0.531,0.508,4.6,6.6,0.7,2.4,10.4,12.7,6.3,1.2,0.7,3.8,4.2,20.7,107.0,107.0
8971,2008,NBA,Lamar Odom,odomla01,28,LAL,PF,77,77.0,2921,7.2,13.7,0.525,0.5,1.9,0.274,6.6,11.7,0.566,0.544,3.9,5.6,0.698,3.4,10.7,14.1,4.7,1.3,1.2,2.7,3.8,18.8,116.0,104.0
8972,2009,NBA,Lamar Odom,odomla01,29,LAL,PF,78,32.0,2316,7.6,15.5,0.492,0.7,2.3,0.32,6.9,13.2,0.522,0.516,3.5,5.6,0.623,3.9,10.1,14.0,4.5,1.7,2.2,3.0,5.2,19.5,110.0,102.0
8973,2010,NBA,Lamar Odom,odomla01,30,LAL,PF,82,38.0,2585,6.8,14.8,0.463,1.2,3.6,0.319,5.7,11.1,0.51,0.502,2.8,4.0,0.693,3.7,12.4,16.0,5.3,1.5,1.2,3.0,4.5,17.6,109.0,100.0
8974,2011,NBA,Lamar Odom,odomla01,31,LAL,PF,82,35.0,2639,9.5,17.9,0.53,1.4,3.6,0.382,8.1,14.3,0.566,0.568,3.3,4.9,0.675,3.5,10.7,14.2,5.0,0.9,1.2,2.8,4.0,23.7,118.0,103.0
8975,2012,NBA,Lamar Odom,odomla01,32,DAL,SF,50,4.0,1027,6.3,17.8,0.352,1.4,5.7,0.252,4.9,12.2,0.399,0.393,3.0,5.0,0.592,1.8,8.8,10.6,4.2,1.0,0.9,2.7,5.0,17.0,89.0,103.0
8976,2013,NBA,Lamar Odom,odomla01,33,LAC,PF,82,2.0,1616,4.8,11.9,0.399,0.6,2.9,0.2,4.2,9.0,0.464,0.423,0.7,1.4,0.476,3.8,11.8,15.6,4.6,2.2,1.9,2.8,7.0,10.8,95.0,99.0
8977,2013,NBA,Tim Ohlbrecht,ohlbrti01,24,HOU,C,3,0.0,12,4.2,12.5,0.333,0.0,0.0,,4.2,12.5,0.333,0.333,4.2,4.2,1.0,0.0,4.2,4.2,4.2,4.2,0.0,16.6,4.2,12.5,46.0,104.0
8978,2018,NBA,Semi Ojeleye,ojelese01,23,BOS,PF,73,0.0,1150,2.8,8.2,0.346,1.7,5.4,0.32,1.1,2.7,0.397,0.452,1.1,1.8,0.61,1.6,5.4,7.0,0.9,0.9,0.2,1.1,4.0,8.5,97.0,107.0
8979,2019,NBA,Semi Ojeleye,ojelese01,24,BOS,PF,56,3.0,594,5.4,12.8,0.424,2.3,7.2,0.315,3.2,5.6,0.565,0.513,1.9,3.2,0.615,1.9,5.0,7.0,1.9,0.8,0.3,1.5,3.5,15.1,106.0,112.0
8980,2020,NBA,Semi Ojeleye,ojelese01,25,BOS,PF,69,6.0,1011,3.8,9.4,0.408,2.3,6.1,0.378,1.5,3.3,0.464,0.531,1.3,1.5,0.875,1.2,5.7,6.9,1.8,1.0,0.2,0.9,3.8,11.3,116.0,111.0
8981,2021,NBA,Semi Ojeleye,ojelese01,26,BOS,PF,56,15.0,950,4.6,11.4,0.403,3.0,8.1,0.367,1.6,3.2,0.492,0.534,1.2,1.6,0.75,1.6,6.0,7.6,1.9,0.9,0.0,1.1,2.9,13.4,114.0,116.0
8982,2022,NBA,Semi Ojeleye,ojelese01,27,2TM,PF,30,0.0,406,3.6,11.8,0.303,1.8,5.9,0.3,1.8,5.8,0.306,0.379,2.7,3.4,0.793,3.2,5.6,8.8,1.1,0.8,0.7,1.1,3.6,11.6,101.0,114.0
8983,2005,NBA,Emeka Okafor,okafoem01,22,CHA,PF,73,73.0,2600,9.0,20.1,0.447,0.0,0.0,0.0,9.0,20.0,0.447,0.447,4.2,6.9,0.609,5.5,10.4,15.9,1.3,1.2,2.5,2.5,4.3,22.1,100.0,105.0
8984,2006,NBA,Emeka Okafor,okafoem01,23,CHA,PF,26,25.0,874,7.7,18.6,0.415,0.0,0.0,,7.7,18.6,0.415,0.415,4.8,7.3,0.656,5.5,9.8,15.3,1.8,1.3,2.9,3.1,5.2,20.2,96.0,104.0
8985,2007,NBA,Emeka Okafor,okafoem01,24,CHA,C,67,65.0,2329,8.8,16.6,0.532,0.0,0.0,,8.8,16.6,0.532,0.532,3.9,6.6,0.593,5.8,11.2,17.0,1.8,1.3,3.9,2.5,4.7,21.6,111.0,102.0
8986,2008,NBA,Emeka Okafor,okafoem01,25,CHA,C,82,82.0,2718,8.8,16.5,0.535,0.0,0.0,,8.8,16.5,0.535,0.535,4.1,7.2,0.57,4.9,11.9,16.8,1.3,1.2,2.7,3.2,4.6,21.8,106.0,105.0
8987,2009,NBA,Emeka Okafor,okafoem01,26,CHA,C,82,81.0,2691,8.7,15.6,0.561,0.0,0.0,,8.7,15.6,0.561,0.561,4.4,7.5,0.593,5.6,11.1,16.7,1.1,1.0,2.7,2.9,5.0,21.9,112.0,103.0
8988,2010,NBA,Emeka Okafor,okafoem01,27,NOH,C,82,82.0,2370,7.6,14.3,0.53,0.0,0.0,,7.6,14.3,0.53,0.53,3.4,6.0,0.562,5.5,10.7,16.2,1.2,1.2,2.8,2.4,4.8,18.6,110.0,106.0
8989,2011,NBA,Emeka Okafor,okafoem01,28,NOH,C,72,72.0,2287,7.1,12.4,0.573,0.0,0.0,0.0,7.1,12.4,0.574,0.573,3.4,6.1,0.562,5.4,10.7,16.2,1.0,0.9,3.0,2.8,5.4,17.6,111.0,102.0
8990,2012,NBA,Emeka Okafor,okafoem01,29,NOH,C,27,27.0,781,7.9,14.9,0.533,0.0,0.0,,7.9,14.9,0.533,0.533,2.6,5.1,0.514,4.9,10.0,14.8,1.7,1.1,1.8,2.6,5.1,18.5,105.0,103.0
8991,2013,NBA,Emeka Okafor,okafoem01,30,WAS,C,79,77.0,2052,8.3,17.4,0.477,0.0,0.0,,8.3,17.4,0.477,0.477,2.8,4.8,0.571,5.1,12.5,17.6,2.4,1.1,2.0,2.7,3.7,19.4,100.0,99.0
8992,2018,NBA,Emeka Okafor,okafoem01,35,NOP,C,26,19.0,353,6.5,12.8,0.505,0.0,0.0,,6.5,12.8,0.505,0.505,2.4,3.0,0.818,6.4,9.9,16.2,1.1,1.1,3.4,1.8,4.1,15.4,116.0,105.0
8993,2016,NBA,Jahlil Okafor,okafoja01,20,PHI,C,53,48.0,1591,12.2,24.1,0.508,0.0,0.2,0.167,12.2,23.9,0.511,0.509,4.1,6.0,0.686,3.8,7.7,11.5,2.0,0.7,1.9,3.8,4.3,28.6,99.0,110.0
8994,2017,NBA,Jahlil Okafor,okafoja01,21,PHI,C,50,33.0,1134,10.4,20.2,0.514,0.0,0.0,,10.4,20.2,0.514,0.514,4.6,6.8,0.671,3.5,6.8,10.3,2.5,0.9,2.1,3.9,5.2,25.3,101.0,110.0
8995,2018,NBA,Jahlil Okafor,okafoja01,22,2TM,C,28,0.0,353,10.6,19.0,0.558,0.1,0.5,0.25,10.4,18.4,0.567,0.562,2.9,4.0,0.724,2.9,8.8,11.7,1.6,0.4,2.5,2.9,7.0,24.2,107.0,109.0
8996,2019,NBA,Jahlil Okafor,okafoja01,23,NOP,C,59,24.0,935,10.5,18.0,0.586,0.0,0.2,0.2,10.5,17.7,0.591,0.587,2.9,4.4,0.663,4.1,9.7,13.8,2.0,0.7,2.0,2.6,4.8,24.1,115.0,112.0
8997,2020,NBA,Jahlil Okafor,okafoja01,24,NOP,C,30,9.0,467,10.0,16.1,0.623,0.1,0.3,0.333,9.9,15.8,0.629,0.627,4.0,6.1,0.645,4.8,7.8,12.6,3.7,0.7,2.2,3.8,6.6,24.1,117.0,112.0
8998,2021,NBA,Jahlil Okafor,okafoja01,25,DET,C,27,2.0,347,8.9,14.4,0.618,0.3,1.3,0.222,8.6,13.1,0.656,0.627,2.4,3.4,0.708,3.3,6.1,9.3,1.8,0.8,0.7,3.0,5.5,20.5,114.0,115.0
8999,2025,NBA,Jahlil Okafor,okafoja01,29,IND,C,1,0.0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,230.0,114.0
9000,2021,NBA,Chuma Okeke,okekech01,22,ORL,PF,45,19.0,1133,5.8,13.9,0.417,2.1,6.1,0.348,3.7,7.9,0.47,0.492,1.3,1.7,0.75,1.8,6.0,7.8,4.3,2.1,0.9,1.6,2.1,15.0,107.0,114.0
9001,2022,NBA,Chuma Okeke,okekech01,23,ORL,PF,70,20.0,1749,6.0,15.9,0.376,3.3,10.3,0.318,2.7,5.6,0.48,0.478,1.5,1.8,0.846,1.3,8.3,9.6,3.3,2.7,1.2,1.6,2.6,16.7,101.0,109.0
9002,2023,NBA,Chuma Okeke,okekech01,24,ORL,SF,27,8.0,518,4.0,11.4,0.352,2.4,8.0,0.302,1.6,3.4,0.472,0.459,1.5,2.0,0.762,2.4,6.5,9.0,3.5,1.8,1.0,1.6,3.7,11.9,107.0,114.0
9003,2024,NBA,Chuma Okeke,okekech01,25,ORL,SF,47,8.0,432,4.6,12.8,0.357,2.6,9.4,0.28,1.9,3.4,0.567,0.46,0.5,0.8,0.571,2.1,7.1,9.2,2.3,1.0,0.8,1.8,2.2,12.3,97.0,113.0
9004,2025,NBA,Chuma Okeke,okekech01,26,2TM,PF,9,3.0,196,5.0,10.0,0.5,2.8,7.0,0.393,2.3,3.0,0.75,0.638,0.5,0.8,0.667,5.3,6.5,11.8,3.8,1.3,1.0,0.8,1.3,13.3,144.0,119.0
9005,2019,NBA,Elie Okobo,okoboel01,21,PHO,PG,53,16.0,958,5.7,14.5,0.393,1.9,6.6,0.295,3.7,7.9,0.475,0.46,1.8,2.3,0.787,0.6,4.3,4.9,6.3,1.6,0.3,3.4,5.4,15.2,94.0,117.0
9006,2020,NBA,Elie Okobo,okoboel01,22,PHO,PG,55,3.0,719,4.7,11.9,0.398,1.6,4.7,0.352,3.1,7.2,0.427,0.467,3.3,4.7,0.704,1.1,4.9,5.9,7.6,1.6,0.3,2.5,3.6,14.4,109.0,113.0
9007,2019,NBA,Josh Okogie,okogijo01,20,MIN,SG,74,52.0,1757,5.3,13.9,0.386,1.6,5.9,0.279,3.7,8.0,0.464,0.445,3.2,4.4,0.728,1.1,4.8,5.9,2.5,2.4,0.9,1.7,4.5,15.5,101.0,113.0
9008,2020,NBA,Josh Okogie,okogijo01,21,MIN,SG,62,28.0,1547,5.1,11.9,0.427,1.2,4.6,0.266,3.9,7.3,0.529,0.479,4.6,5.7,0.796,2.6,5.4,8.0,3.0,2.0,0.8,2.6,4.2,16.0,108.0,113.0
9009,2021,NBA,Josh Okogie,okogijo01,22,MIN,SG,59,37.0,1197,4.0,10.0,0.402,1.1,4.3,0.269,2.9,5.8,0.5,0.459,3.3,4.3,0.769,2.5,3.7,6.2,2.5,2.1,1.1,1.7,4.9,12.5,109.0,116.0
9010,2022,NBA,Josh Okogie,okogijo01,23,MIN,SG,49,6.0,516,3.9,9.6,0.404,1.3,4.3,0.298,2.6,5.3,0.491,0.471,3.2,4.7,0.686,2.7,3.8,6.5,2.3,2.4,1.1,2.1,4.9,12.3,107.0,112.0
9011,2023,NBA,Josh Okogie,okogijo01,24,PHO,SG,72,26.0,1350,5.9,15.0,0.391,2.4,7.1,0.335,3.5,7.9,0.442,0.471,5.0,7.0,0.724,3.9,5.1,9.1,3.8,2.0,1.2,2.3,4.1,19.2,114.0,113.0
9012,2024,NBA,Josh Okogie,okogijo01,25,PHO,SG,60,11.0,960,4.4,10.5,0.417,1.5,4.8,0.309,2.9,5.7,0.509,0.488,3.9,5.2,0.745,3.8,4.1,7.8,3.3,2.4,1.2,1.8,3.5,14.1,119.0,114.0
9013,2025,NBA,Josh Okogie,okogijo01,26,2TM,SG,40,7.0,625,7.4,16.7,0.443,2.5,7.3,0.348,4.9,9.5,0.517,0.519,5.0,6.7,0.741,3.6,5.4,8.9,2.6,3.8,1.4,2.4,3.7,22.3,114.0,113.0
9014,2021,NBA,Onyeka Okongwu,okongon01,20,ATL,C,50,4.0,601,7.9,12.2,0.644,0.0,0.2,0.0,7.9,12.0,0.658,0.644,2.9,4.7,0.632,5.1,8.3,13.3,1.5,1.9,2.7,2.4,8.2,18.7,125.0,109.0
9015,2022,NBA,Onyeka Okongwu,okongon01,21,ATL,C,48,6.0,992,7.7,11.2,0.69,0.0,0.0,,7.7,11.2,0.69,0.69,4.0,5.4,0.727,5.7,8.3,14.0,2.6,1.5,3.0,2.2,7.4,19.4,138.0,111.0
9016,2023,NBA,Onyeka Okongwu,okongon01,22,ATL,C,80,18.0,1849,8.2,12.8,0.638,0.1,0.3,0.308,8.1,12.5,0.647,0.642,3.9,5.1,0.781,5.6,9.3,14.9,2.1,1.4,2.8,2.1,6.5,20.4,134.0,112.0
9017,2024,NBA,Onyeka Okongwu,okongon01,23,ATL,C,55,8.0,1405,7.6,12.5,0.611,0.8,2.4,0.333,6.8,10.1,0.676,0.642,3.1,4.0,0.793,4.9,7.9,12.8,2.5,0.9,2.0,1.5,5.5,19.2,138.0,118.0
9018,2025,NBA,Onyeka Okongwu,okongon01,24,ATL,C,74,40.0,2064,8.8,15.5,0.567,1.1,3.4,0.324,7.7,12.1,0.634,0.602,3.7,4.9,0.759,5.0,10.0,15.0,3.8,1.6,1.5,2.0,4.4,22.4,129.0,114.0
9019,2021,NBA,Isaac Okoro,okorois01,20,CLE,SG,67,67.0,2173,5.3,12.7,0.42,1.4,4.9,0.29,3.9,7.8,0.501,0.476,2.6,3.6,0.726,1.5,3.1,4.7,2.9,1.4,0.5,2.0,4.2,14.7,103.0,117.0
9020,2022,NBA,Isaac Okoro,okorois01,21,CLE,SF,67,61.0,1981,5.2,10.9,0.48,1.4,4.0,0.35,3.8,6.9,0.555,0.544,3.0,3.9,0.768,1.8,3.3,5.1,3.1,1.4,0.6,1.5,4.1,14.8,120.0,113.0
9021,2023,NBA,Isaac Okoro,okorois01,22,CLE,SF,76,46.0,1652,5.3,10.7,0.494,1.9,5.2,0.363,3.4,5.6,0.617,0.582,2.4,3.1,0.757,1.6,4.1,5.7,2.6,1.7,0.9,1.3,4.8,14.9,123.0,112.0
9022,2024,NBA,Isaac Okoro,okorois01,23,CLE,SF,69,42.0,1887,6.2,12.6,0.49,2.2,5.6,0.391,4.0,6.9,0.57,0.577,2.4,3.6,0.679,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,121.0,115.0
9023,2025,NBA,Isaac Okoro,okorois01,24,CLE,SG,55,22.0,1053,5.7,12.2,0.464,2.6,6.9,0.371,3.1,5.3,0.586,0.569,1.5,2.1,0.717,2.2,3.7,5.9,3.1,1.5,0.7,1.1,4.8,15.4,125.0,115.0
9024,2020,NBA,KZ Okpala,okpalkz01,20,MIA,PF,5,0.0,26,5.6,9.4,0.6,0.0,1.9,0.0,5.6,7.5,0.75,0.6,1.9,3.8,0.5,1.9,7.5,9.4,1.9,3.8,1.9,1.9,3.8,13.1,110.0,103.0
9025,2021,NBA,KZ Okpala,okpalkz01,21,MIA,PF,37,9.0,447,4.0,10.7,0.375,1.3,5.6,0.24,2.7,5.1,0.522,0.438,0.9,1.7,0.533,2.3,5.2,7.6,2.1,1.1,1.2,1.7,6.6,10.2,94.0,113.0
9026,2022,NBA,KZ Okpala,okpalkz01,22,MIA,PF,21,0.0,244,6.2,14.1,0.435,1.8,5.3,0.346,4.3,8.8,0.488,0.5,1.6,2.3,0.727,2.3,6.2,8.4,2.9,0.8,1.4,1.0,5.1,15.8,113.0,110.0
9027,2023,NBA,KZ Okpala,okpalkz01,23,SAC,PF,35,3.0,248,3.1,7.3,0.421,1.4,4.1,0.333,1.7,3.3,0.529,0.513,1.4,1.5,0.875,1.4,5.2,6.6,2.5,1.4,1.4,1.4,7.5,8.9,113.0,117.0
9028,2003,NBA,Mehmet Okur,okurme01,23,DET,PF,72,9.0,1366,7.3,17.1,0.426,1.5,4.5,0.339,5.8,12.6,0.457,0.47,3.9,5.3,0.733,4.7,8.8,13.6,2.9,1.0,1.6,2.7,6.8,20.0,106.0,99.0
9029,2004,NBA,Mehmet Okur,okurme01,24,DET,PF,71,33.0,1580,8.7,18.7,0.463,0.6,1.7,0.375,8.1,17.1,0.472,0.48,5.6,7.2,0.775,5.5,9.0,14.6,2.4,1.2,2.2,3.5,4.8,23.6,107.0,95.0
9030,2005,NBA,Mehmet Okur,okurme01,25,UTA,C,82,25.0,2304,8.3,17.8,0.468,0.4,1.5,0.27,7.9,16.3,0.486,0.479,7.8,9.1,0.85,4.6,9.9,14.5,3.9,0.8,1.6,3.3,5.4,24.9,115.0,108.0
9031,2006,NBA,Mehmet Okur,okurme01,26,UTA,PF,82,82.0,2945,9.6,20.9,0.46,1.5,4.3,0.342,8.1,16.6,0.491,0.496,6.6,8.4,0.78,3.9,9.9,13.8,3.6,0.7,1.4,3.0,5.3,27.3,113.0,106.0
9032,2007,NBA,Mehmet Okur,okurme01,27,UTA,C,80,80.0,2664,9.6,20.9,0.462,2.5,6.6,0.384,7.1,14.3,0.498,0.523,5.8,7.6,0.765,3.1,8.2,11.4,3.1,0.7,0.7,2.5,5.1,27.6,117.0,108.0
9033,2008,NBA,Mehmet Okur,okurme01,28,UTA,C,72,72.0,2390,8.1,18.1,0.445,2.5,6.3,0.388,5.6,11.8,0.475,0.512,4.0,5.0,0.804,2.8,9.1,12.0,3.1,1.2,0.6,2.2,5.1,22.6,114.0,107.0
9034,2009,NBA,Mehmet Okur,okurme01,29,UTA,C,72,72.0,2409,9.2,19.0,0.485,1.9,4.3,0.446,7.3,14.7,0.497,0.536,5.8,7.1,0.817,2.7,9.3,11.9,2.6,1.2,1.1,2.8,4.7,26.2,115.0,107.0
9035,2010,NBA,Mehmet Okur,okurme01,30,UTA,C,73,73.0,2149,8.5,18.5,0.458,2.0,5.1,0.385,6.5,13.4,0.486,0.511,4.7,5.7,0.82,3.1,9.1,12.3,2.8,0.9,1.9,3.0,5.3,23.5,109.0,104.0
9036,2011,NBA,Mehmet Okur,okurme01,31,UTA,C,13,0.0,168,6.9,19.5,0.355,1.6,5.0,0.313,5.3,14.4,0.37,0.395,4.7,6.3,0.75,2.8,6.6,9.4,6.0,1.3,1.3,2.2,5.6,20.1,102.0,111.0
9037,2012,NBA,Mehmet Okur,okurme01,32,NJN,C,17,14.0,454,6.1,16.3,0.374,2.7,8.4,0.319,3.4,7.9,0.433,0.457,0.4,0.6,0.6,2.6,6.9,9.5,3.5,1.1,0.6,2.9,5.3,15.2,93.0,111.0
9038,2014,NBA,Victor Oladipo,oladivi01,21,ORL,PG,80,44.0,2487,8.1,19.3,0.419,1.5,4.7,0.327,6.6,14.6,0.448,0.458,5.1,6.6,0.78,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,94.0,106.0
9039,2015,NBA,Victor Oladipo,oladivi01,22,ORL,SG,72,71.0,2573,9.4,21.6,0.436,1.7,4.9,0.339,7.7,16.7,0.464,0.474,5.2,6.4,0.819,1.0,5.0,6.0,5.9,2.4,0.4,4.1,3.7,25.7,101.0,108.0
9040,2016,NBA,Victor Oladipo,oladivi01,23,ORL,SG,72,52.0,2379,8.9,20.4,0.438,2.1,5.9,0.348,6.9,14.5,0.475,0.489,4.3,5.2,0.83,1.0,6.2,7.3,5.9,2.4,1.1,3.2,3.7,24.2,105.0,106.0
9041,2017,NBA,Victor Oladipo,oladivi01,24,OKC,SG,67,67.0,2222,9.1,20.6,0.442,2.8,7.8,0.361,6.3,12.8,0.491,0.51,2.6,3.4,0.753,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106.0,109.0
9042,2018,NBA,Victor Oladipo,oladivi01,25,IND,SG,75,75.0,2552,12.5,26.3,0.477,3.2,8.5,0.371,9.4,17.8,0.528,0.537,5.8,7.2,0.799,0.9,6.7,7.6,6.3,3.5,1.1,4.3,3.4,34.0,110.0,104.0
9043,2019,NBA,Victor Oladipo,oladivi01,26,IND,SG,36,36.0,1147,10.6,25.1,0.423,3.2,9.2,0.343,7.5,15.9,0.47,0.486,4.4,6.0,0.73,0.9,7.7,8.6,7.9,2.6,0.5,3.5,3.1,28.8,104.0,105.0
9044,2020,NBA,Victor Oladipo,oladivi01,27,IND,SG,19,16.0,528,8.9,22.6,0.394,3.0,9.6,0.317,5.9,13.0,0.451,0.461,4.4,5.4,0.814,0.8,6.1,6.9,5.1,1.6,0.4,4.3,3.3,25.3,94.0,110.0
9045,2021,NBA,Victor Oladipo,oladivi01,28,3TM,SG,33,33.0,1080,10.3,25.4,0.408,3.4,10.5,0.326,6.9,14.8,0.466,0.476,4.6,6.1,0.754,0.5,6.5,7.0,6.6,2.0,0.6,3.7,3.6,28.7,100.0,114.0
9046,2022,NBA,Victor Oladipo,oladivi01,29,MIA,SG,8,1.0,173,10.1,21.1,0.479,4.3,10.4,0.417,5.8,10.7,0.541,0.582,4.0,5.5,0.737,0.9,5.8,6.7,8.1,1.4,0.3,4.6,3.8,28.6,113.0,111.0
9047,2023,NBA,Victor Oladipo,oladivi01,30,MIA,SG,42,2.0,1106,7.2,18.2,0.397,3.2,9.6,0.33,4.1,8.6,0.471,0.484,2.7,3.6,0.747,0.7,5.0,5.8,6.6,2.6,0.5,3.9,4.5,20.2,99.0,112.0
9048,1999,NBA,Hakeem Olajuwon,olajuha01,36,HOU,C,50,50.0,1784,11.3,22.0,0.514,0.1,0.4,0.308,11.2,21.6,0.518,0.517,5.9,8.2,0.717,3.2,11.3,14.5,2.7,2.5,3.7,4.2,4.8,28.6,105.0,96.0
9049,2000,NBA,Hakeem Olajuwon,olajuha01,37,HOU,C,44,28.0,1049,9.4,20.5,0.458,0.0,0.1,0.0,9.4,20.4,0.461,0.458,3.4,5.4,0.616,3.2,10.2,13.3,3.0,2.0,3.4,3.5,4.3,22.1,96.0,100.0
9050,2001,NBA,Hakeem Olajuwon,olajuha01,38,HOU,C,58,55.0,1545,9.7,19.5,0.498,0.0,0.0,0.0,9.7,19.5,0.499,0.498,4.2,6.8,0.621,4.3,10.6,14.8,2.5,2.4,3.0,2.8,4.8,23.7,106.0,98.0
9051,2002,NBA,Hakeem Olajuwon,olajuha01,39,TOR,C,61,37.0,1378,7.6,16.4,0.464,0.0,0.1,0.0,7.6,16.3,0.466,0.464,1.8,3.3,0.56,3.8,10.5,14.4,2.6,2.9,3.5,3.8,5.8,17.1,91.0,96.0
9052,2025,NBA,Quincy Olivari,olivaqu01,23,LAL,PG,2,0.0,10,4.9,24.6,0.2,4.9,24.6,0.2,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0,4.9,0.0,0.0,4.9,0.0,14.8,62.0,124.0
9053,2021,NBA,Cameron Oliver,oliveca01,24,HOU,SF,4,0.0,87,10.3,18.0,0.576,2.2,7.1,0.308,8.2,10.9,0.75,0.636,0.5,2.2,0.25,2.7,8.7,11.4,2.7,1.1,2.2,1.6,6.0,23.4,118.0,113.0
9054,2022,NBA,Cameron Oliver,oliveca01,25,ATL,SF,2,0.0,43,11.4,17.1,0.667,1.1,3.4,0.333,10.3,13.7,0.75,0.7,2.3,3.4,0.667,2.3,4.6,6.9,3.4,1.1,1.1,0.0,5.7,26.3,149.0,117.0
9055,2002,NBA,Dean Oliver,olivede01,23,GSW,PG,20,0.0,139,6.2,16.8,0.37,0.7,4.7,0.154,5.5,12.1,0.455,0.391,2.2,3.3,0.667,0.0,2.9,2.9,7.7,1.1,0.0,4.0,5.8,15.3,88.0,114.0
9056,2003,NBA,Dean Oliver,olivede01,24,GSW,PG,15,0.0,93,3.8,15.9,0.241,0.5,3.3,0.167,3.3,12.6,0.261,0.259,3.8,4.4,0.875,4.4,4.4,8.8,12.6,3.8,0.0,5.5,4.9,12.0,87.0,107.0
9057,1999,NBA,Jimmy Oliver,oliveji01,29,PHO,SG,2,0.0,11,4.8,14.5,0.333,4.8,4.8,1.0,0.0,9.7,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,14.5,104.0,112.0
9058,1999,NBA,Kevin Ollie,ollieke01,26,2TM,PG,8,0.0,72,2.8,9.8,0.286,0.0,0.0,,2.8,9.8,0.286,0.286,3.5,4.9,0.714,0.0,4.9,4.9,2.1,2.1,0.7,2.1,6.3,9.1,78.0,104.0
9059,2000,NBA,Kevin Ollie,ollieke01,27,PHI,PG,40,0.0,290,3.9,8.8,0.449,0.0,0.0,,3.9,8.8,0.449,0.449,5.0,6.6,0.757,0.7,4.8,5.5,8.2,1.8,0.0,1.8,4.8,12.9,120.0,103.0
9060,2001,NBA,Kevin Ollie,ollieke01,28,2TM,PG,70,4.0,925,4.3,11.0,0.396,0.1,0.2,0.333,4.3,10.8,0.397,0.398,3.6,5.1,0.708,0.9,4.5,5.4,8.3,1.7,0.1,2.8,4.8,12.3,100.0,103.0
9061,2002,NBA,Kevin Ollie,ollieke01,29,2TM,PG,81,17.0,1723,4.2,10.8,0.388,0.0,0.1,0.5,4.2,10.7,0.387,0.39,5.7,6.9,0.824,0.8,4.9,5.6,8.9,1.9,0.1,3.2,3.0,14.1,104.0,108.0
9062,2003,NBA,Kevin Ollie,ollieke01,30,2TM,PG,82,5.0,1897,5.6,12.5,0.451,0.1,0.2,0.333,5.6,12.3,0.453,0.454,3.8,5.0,0.753,0.7,4.4,5.1,8.2,2.0,0.1,2.0,3.5,15.1,112.0,109.0
9063,2004,NBA,Kevin Ollie,ollieke01,31,CLE,PG,82,7.0,1401,3.6,9.7,0.37,0.2,0.3,0.444,3.4,9.4,0.367,0.377,5.5,6.6,0.835,0.9,5.5,6.4,8.8,1.9,0.3,3.1,4.5,12.9,106.0,106.0
9064,2005,NBA,Kevin Ollie,ollieke01,32,PHI,PG,26,0.0,158,3.5,9.9,0.355,0.0,0.0,,3.5,9.9,0.355,0.355,1.9,2.9,0.667,1.0,5.1,6.1,6.1,1.6,0.0,1.9,5.1,9.0,92.0,107.0
