season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2006,NBA,Rawle Marshall,marshra01,23.0,DAL,SF,23,9.0,241,3.6,9.0,0.4,0.1,0.4,0.333,3.4,8.5,0.404,0.408,3.3,4.3,0.759,1.2,3.4,4.6,1.5,1.2,1.0,2.2,2.5,10.6
2007,NBA,Rawle Marshall,marshra01,24.0,IND,SG,40,2.0,361,3.2,8.9,0.36,0.4,1.8,0.222,2.8,7.1,0.394,0.382,3.1,4.5,0.689,0.8,2.1,2.9,1.3,1.2,0.5,1.9,2.2,9.9
2009,NBA,Cartier Martin,martica01,24.0,CHA,SF,33,1.0,266,3.8,10.4,0.364,1.4,4.5,0.303,2.4,6.0,0.409,0.429,2.7,3.4,0.8,0.9,3.5,4.5,1.8,1.1,0.5,1.2,4.5,11.6
2010,NBA,Cartier Martin,martica01,25.0,2TM,SF,18,2.0,390,4.6,12.6,0.368,1.6,4.5,0.347,3.0,8.0,0.379,0.43,2.2,2.8,0.8,2.3,4.0,6.3,1.5,1.0,0.1,1.8,4.4,13.0
2011,NBA,Cartier Martin,martica01,26.0,WAS,SF,52,1.0,542,4.7,12.1,0.39,2.6,6.6,0.394,2.1,5.5,0.386,0.497,1.9,2.7,0.7,1.3,3.6,4.9,1.2,1.2,0.4,1.1,3.5,13.9
2012,NBA,Cartier Martin,martica01,27.0,WAS,SF,17,2.0,391,5.4,12.3,0.44,2.7,6.9,0.387,2.8,5.4,0.508,0.549,1.0,1.7,0.579,1.1,4.2,5.3,0.9,1.0,0.2,1.2,3.2,14.5
2013,NBA,Cartier Martin,martica01,28.0,WAS,SF,41,3.0,694,5.0,13.1,0.381,3.0,7.6,0.397,2.0,5.5,0.358,0.496,1.0,1.5,0.714,0.6,4.6,5.2,1.0,1.0,0.3,1.7,3.0,14.0
2014,NBA,Cartier Martin,martica01,29.0,2TM,SF,59,6.0,870,4.6,10.9,0.42,2.4,6.2,0.391,2.2,4.7,0.46,0.532,2.0,2.7,0.738,0.5,4.0,4.6,1.4,1.1,0.3,1.4,2.9,13.6
2015,NBA,Cartier Martin,martica01,30.0,DET,SF,23,0.0,198,2.7,9.6,0.283,1.1,6.0,0.182,1.6,3.6,0.45,0.34,0.0,0.0,,0.0,3.6,3.6,2.0,0.5,0.2,0.9,3.6,6.5
2020,NBA,Caleb Martin,martica02,24.0,CHO,SF,18,1.0,317,4.2,9.5,0.44,2.3,4.2,0.541,1.9,5.3,0.362,0.56,1.9,2.4,0.81,1.1,3.2,4.3,2.6,1.4,0.8,1.7,3.6,12.6
2021,NBA,Caleb Martin,martica02,25.0,CHO,SF,53,3.0,818,4.2,11.3,0.375,1.4,5.5,0.248,2.9,5.8,0.496,0.436,1.8,2.8,0.641,1.4,4.8,6.2,2.9,1.6,0.5,1.5,2.7,11.6
2022,NBA,Caleb Martin,martica02,26.0,MIA,SF,60,12.0,1372,5.5,10.8,0.507,1.7,4.1,0.413,3.8,6.7,0.565,0.585,1.9,2.4,0.763,1.8,4.2,6.0,1.7,1.5,0.8,1.4,2.7,14.5
2023,NBA,Caleb Martin,martica02,27.0,MIA,SF,71,49.0,2077,4.4,9.5,0.464,1.5,4.1,0.356,2.9,5.4,0.545,0.54,1.6,2.0,0.805,1.5,4.4,6.0,2.0,1.2,0.5,1.4,2.5,11.8
2024,NBA,Caleb Martin,martica02,28.0,MIA,SF,64,23.0,1756,4.9,11.5,0.431,1.7,4.8,0.349,3.3,6.7,0.489,0.504,1.6,2.0,0.778,1.5,4.2,5.8,2.9,1.0,0.6,1.6,2.6,13.1
2025,NBA,Caleb Martin,martica02,29.0,2TM,SF,45,24.0,1218,3.8,9.0,0.424,1.1,3.0,0.359,2.7,5.9,0.458,0.485,1.8,2.9,0.622,1.6,3.7,5.2,2.8,1.4,0.7,1.7,2.6,10.5
2020,NBA,Cody Martin,martico01,24.0,CHO,SF,48,3.0,903,3.5,8.3,0.43,0.7,3.1,0.234,2.8,5.2,0.546,0.473,1.7,2.6,0.646,1.5,4.8,6.3,3.8,1.6,0.4,1.8,3.1,9.5
2021,NBA,Cody Martin,martico01,25.0,CHO,SF,52,10.0,849,3.5,8.0,0.441,0.7,2.5,0.276,2.8,5.5,0.515,0.484,1.1,1.8,0.581,2.2,4.6,6.8,3.6,1.6,0.5,1.7,2.2,8.8
2022,NBA,Cody Martin,martico01,26.0,CHO,SF,71,11.0,1866,3.9,8.2,0.482,1.2,3.1,0.384,2.8,5.1,0.542,0.554,1.4,2.1,0.701,1.6,3.9,5.5,3.5,1.7,0.6,1.2,2.2,10.5
2023,NBA,Cody Martin,martico01,27.0,CHO,SF,7,0.0,134,3.8,9.7,0.389,0.8,3.8,0.214,3.0,5.9,0.5,0.431,1.1,1.9,0.571,2.1,4.3,6.4,3.0,1.1,0.3,0.5,3.5,9.4
2024,NBA,Cody Martin,martico01,28.0,CHO,SF,28,22.0,753,3.9,10.3,0.381,1.3,4.1,0.314,2.6,6.2,0.426,0.444,1.0,1.6,0.606,0.9,4.3,5.2,5.0,1.5,0.9,2.1,2.3,10.1
2025,NBA,Cody Martin,martico01,29.0,2TM,SF,53,8.0,1173,4.2,10.0,0.418,1.3,4.6,0.285,2.9,5.3,0.534,0.485,1.3,1.9,0.705,1.6,5.2,6.9,3.2,1.7,1.0,1.6,2.9,11.0
2004,NBA,Darrick Martin,martida01,32.0,MIN,PG,16,0.0,172,4.2,14.0,0.299,1.3,5.4,0.231,2.9,8.6,0.341,0.343,1.9,1.9,1.0,0.4,1.0,1.5,4.8,0.4,0.2,1.5,4.8,11.5
2005,NBA,Darrick Martin,martida01,33.0,LAC,PG,11,0.0,190,3.0,9.5,0.32,0.9,3.4,0.278,2.1,6.1,0.344,0.37,0.9,1.5,0.625,0.6,1.3,1.9,5.3,1.1,0.0,1.1,3.6,8.0
2006,NBA,Darrick Martin,martida01,34.0,TOR,PG,40,0.0,339,3.6,10.3,0.351,1.7,4.2,0.4,1.9,6.1,0.316,0.433,1.9,2.5,0.75,0.2,1.9,2.1,6.1,1.8,0.0,1.6,4.5,10.8
2007,NBA,Darrick Martin,martida01,35.0,TOR,PG,31,0.0,220,5.4,15.4,0.351,2.1,6.1,0.351,3.3,9.3,0.351,0.42,2.5,3.4,0.714,0.3,1.6,2.0,7.0,0.5,0.0,2.0,3.6,15.4
2008,NBA,Darrick Martin,martida01,36.0,TOR,PG,17,0.0,141,2.6,11.0,0.233,0.5,4.1,0.125,2.0,6.9,0.296,0.256,1.3,1.5,0.833,0.8,1.0,1.8,5.4,1.5,0.0,0.3,3.1,6.9
2016,NBA,Jarell Martin,martija01,21.0,MEM,PF,27,0.0,380,5.1,11.0,0.466,0.0,0.2,0.0,5.1,10.8,0.474,0.466,4.3,5.9,0.726,3.7,4.5,8.1,1.4,0.8,0.7,1.8,5.5,14.5
2017,NBA,Jarell Martin,martija01,22.0,MEM,PF,42,3.0,558,3.7,9.7,0.384,0.6,1.6,0.36,3.2,8.1,0.389,0.414,2.6,3.2,0.8,2.7,7.7,10.5,0.5,1.1,0.6,1.8,5.9,10.6
2018,NBA,Jarell Martin,martija01,23.0,MEM,PF,73,36.0,1661,4.8,10.8,0.446,0.7,2.1,0.347,4.1,8.6,0.47,0.48,1.9,2.5,0.767,2.1,4.8,6.9,1.6,0.8,1.1,1.9,4.6,12.2
2019,NBA,Jarell Martin,martija01,24.0,ORL,PF,42,1.0,328,4.7,11.4,0.413,2.2,6.3,0.351,2.5,5.2,0.489,0.51,1.0,1.2,0.818,1.2,6.8,8.0,2.0,0.3,0.9,1.2,5.6,12.6
2025,NBA,Jaylen Martin,martija02,21.0,2TM,SF,16,0.0,239,4.7,11.1,0.419,1.1,3.5,0.304,3.6,7.7,0.471,0.466,1.4,1.5,0.9,1.7,5.0,6.6,2.6,1.4,0.0,1.8,2.1,11.7
2020,NBA,Jeremiah Martin,martije02,23.0,BRK,PG,9,0.0,99,8.7,19.3,0.453,1.8,6.5,0.278,6.9,12.7,0.543,0.5,4.0,5.1,0.786,0.4,3.3,3.6,6.5,2.5,0.7,1.5,2.5,23.3
2021,NBA,Jeremiah Martin,martije02,24.0,CLE,PG,9,0.0,75,4.3,15.8,0.273,1.4,5.8,0.25,2.9,10.1,0.286,0.318,0.5,2.4,0.2,1.0,2.4,3.4,1.9,2.4,1.0,2.9,0.5,10.6
2004,NBA,Kenyon Martin,martike01,26.0,NJN,PF,65,62.0,2252,7.0,14.4,0.488,0.1,0.4,0.28,6.9,14.0,0.494,0.492,3.2,4.7,0.684,2.1,7.7,9.9,2.6,1.5,1.3,2.7,3.7,17.4
2005,NBA,Kenyon Martin,martike01,27.0,DEN,PF,70,67.0,2272,7.0,14.4,0.49,0.0,0.2,0.0,7.0,14.2,0.496,0.49,3.2,4.9,0.646,2.3,5.8,8.1,2.7,1.6,1.2,2.4,3.6,17.2
2006,NBA,Kenyon Martin,martike01,28.0,DEN,PF,56,49.0,1546,6.9,14.0,0.495,0.1,0.5,0.227,6.8,13.5,0.505,0.499,2.8,4.0,0.712,2.2,6.1,8.2,1.8,1.0,1.2,1.7,4.0,16.8
2007,NBA,Kenyon Martin,martike01,29.0,DEN,PF,2,2.0,63,4.6,9.1,0.5,0.0,0.6,0.0,4.6,8.6,0.533,0.5,1.7,6.9,0.25,3.4,8.0,11.4,0.6,0.0,0.0,2.9,5.7,10.9
2008,NBA,Kenyon Martin,martike01,30.0,DEN,PF,71,71.0,2159,6.3,11.7,0.538,0.0,0.2,0.182,6.2,11.5,0.544,0.539,2.1,3.5,0.58,1.8,5.9,7.7,1.5,1.5,1.4,1.5,3.9,14.6
2009,NBA,Kenyon Martin,martike01,31.0,DEN,PF,66,66.0,2111,5.4,11.1,0.491,0.2,0.6,0.368,5.2,10.4,0.498,0.502,2.0,3.4,0.604,1.4,5.4,6.7,2.3,1.6,1.3,1.8,3.4,13.1
2010,NBA,Kenyon Martin,martike01,32.0,DEN,PF,58,58.0,1986,5.1,11.2,0.456,0.1,0.5,0.276,5.0,10.7,0.465,0.463,1.7,3.0,0.557,2.6,7.3,9.9,2.0,1.3,1.1,1.6,3.4,12.1
2011,NBA,Kenyon Martin,martike01,33.0,DEN,PF,48,48.0,1233,5.4,10.6,0.511,0.1,0.3,0.222,5.3,10.3,0.518,0.514,1.2,2.1,0.583,2.0,6.7,8.7,3.2,1.3,1.0,1.7,4.0,12.1
2012,NBA,Kenyon Martin,martike01,34.0,LAC,PF,42,0.0,940,3.7,8.4,0.441,0.1,0.5,0.231,3.6,7.9,0.454,0.448,0.8,2.1,0.37,1.9,5.1,6.9,0.7,1.7,1.6,1.2,3.9,8.3
2013,NBA,Kenyon Martin,martike01,35.0,NYK,C,18,11.0,431,4.7,7.8,0.602,0.0,0.0,,4.7,7.8,0.602,0.602,1.4,3.3,0.425,2.8,5.1,7.9,0.7,1.3,1.4,1.3,5.3,10.8
2014,NBA,Kenyon Martin,martike01,36.0,NYK,PF,32,15.0,633,3.6,7.0,0.512,0.0,0.1,0.0,3.6,6.9,0.516,0.512,0.6,1.1,0.579,2.0,5.6,7.6,2.8,1.4,1.5,1.5,4.8,7.8
2015,NBA,Kenyon Martin,martike01,37.0,MIL,PF,11,0.0,104,3.1,7.6,0.409,0.0,0.0,,3.1,7.6,0.409,0.409,0.7,0.7,1.0,2.1,4.5,6.6,1.7,1.7,2.1,1.0,4.5,6.9
2005,NBA,Kevin Martin,martike02,21.0,SAC,PG,45,0.0,455,3.6,9.3,0.385,0.4,2.0,0.2,3.2,7.3,0.435,0.406,2.8,4.4,0.655,2.3,2.3,4.6,1.7,1.3,0.2,1.9,2.8,10.4
2006,NBA,Kevin Martin,martike02,22.0,SAC,SG,72,41.0,1913,4.9,10.3,0.48,1.2,3.4,0.369,3.7,6.9,0.534,0.54,3.5,4.2,0.847,1.1,3.8,4.9,1.8,1.0,0.2,1.5,2.6,14.6
2007,NBA,Kevin Martin,martike02,23.0,SAC,SG,80,80.0,2818,6.5,13.6,0.473,1.6,4.3,0.381,4.8,9.4,0.515,0.533,6.1,7.3,0.844,0.9,3.5,4.4,2.2,1.3,0.1,1.7,2.3,20.7
2008,NBA,Kevin Martin,martike02,24.0,SAC,SG,61,57.0,2216,6.8,14.8,0.456,1.7,4.3,0.402,5.0,10.5,0.478,0.515,8.2,9.4,0.869,0.8,3.7,4.4,2.1,1.0,0.1,2.1,2.4,23.4
2009,NBA,Kevin Martin,martike02,25.0,SAC,SG,51,46.0,1947,6.3,15.0,0.42,2.1,5.1,0.415,4.2,9.9,0.423,0.491,8.4,9.7,0.867,0.5,2.8,3.4,2.6,1.1,0.1,2.7,2.1,23.2
2010,NBA,Kevin Martin,martike02,26.0,2TM,SG,46,43.0,1633,6.4,15.3,0.417,1.5,4.6,0.333,4.8,10.6,0.453,0.468,6.6,7.5,0.876,0.6,3.0,3.6,2.4,1.0,0.1,2.0,2.1,20.9
2011,NBA,Kevin Martin,martike02,27.0,HOU,SG,80,80.0,2603,7.6,17.5,0.436,2.4,6.3,0.383,5.2,11.2,0.467,0.506,8.2,9.3,0.888,0.4,3.2,3.6,2.7,1.1,0.2,2.5,2.1,25.9
2012,NBA,Kevin Martin,martike02,28.0,HOU,SG,40,40.0,1264,6.3,15.3,0.413,2.2,6.4,0.347,4.1,8.9,0.462,0.486,4.6,5.1,0.894,0.4,2.6,3.0,3.1,0.8,0.1,2.0,2.0,19.4
2013,NBA,Kevin Martin,martike02,29.0,OKC,SG,77,0.0,2136,5.9,13.1,0.45,2.7,6.3,0.426,3.2,6.9,0.472,0.551,3.7,4.1,0.89,0.5,2.5,3.0,1.8,1.2,0.1,1.7,2.3,18.2
2014,NBA,Kevin Martin,martike02,30.0,MIN,SG,68,68.0,2177,7.3,16.9,0.43,1.9,4.9,0.387,5.4,12.0,0.448,0.486,5.0,5.6,0.891,0.6,2.8,3.4,2.0,1.1,0.1,1.8,2.0,21.5
2015,NBA,Kevin Martin,martike02,31.0,MIN,SG,39,36.0,1302,7.4,17.3,0.427,2.1,5.3,0.393,5.3,12.0,0.442,0.487,4.7,5.3,0.881,0.5,3.4,3.9,2.5,0.9,0.0,2.1,2.1,21.5
2016,NBA,Kevin Martin,martike02,32.0,2TM,SG,55,13.0,1095,5.1,13.8,0.372,1.6,4.5,0.36,3.5,9.3,0.378,0.431,5.0,5.7,0.89,0.5,3.2,3.6,1.9,0.9,0.1,1.8,2.7,16.9
2020,NBA,Kelan Martin,martike03,24.0,MIN,SF,31,4.0,495,5.2,13.2,0.392,1.8,7.0,0.26,3.3,6.2,0.541,0.461,2.2,2.3,0.968,0.9,6.1,7.0,1.7,0.5,0.7,1.5,3.7,14.3
2021,NBA,Kelan Martin,martike03,25.0,IND,SF,35,0.0,322,6.9,15.4,0.449,2.7,6.7,0.4,4.2,8.7,0.487,0.536,1.0,1.1,0.9,2.0,6.7,8.7,1.9,1.1,1.1,1.8,3.9,17.6
2022,NBA,Kelan Martin,martike03,26.0,2TM,SF,30,1.0,450,5.6,13.7,0.409,1.8,6.0,0.293,3.8,7.7,0.5,0.474,0.7,1.0,0.692,1.4,3.0,4.4,1.7,1.0,0.7,1.1,2.9,13.7
2021,NBA,KJ Martin,martike04,20.0,HOU,SF,45,8.0,1068,5.5,10.7,0.509,1.2,3.2,0.365,4.3,7.5,0.572,0.564,2.0,2.8,0.714,2.5,5.7,8.2,1.6,1.0,1.4,1.3,3.0,14.1
2022,NBA,KJ Martin,martike04,21.0,HOU,SF,79,2.0,1656,6.1,11.4,0.533,1.3,3.7,0.357,4.8,7.7,0.617,0.591,1.7,2.7,0.634,1.7,4.7,6.5,2.2,0.7,0.9,1.3,2.5,15.1
2023,NBA,KJ Martin,martike04,22.0,HOU,SF,82,49.0,2292,6.4,11.3,0.569,1.1,3.4,0.315,5.4,7.9,0.679,0.617,2.4,3.5,0.68,2.0,5.1,7.1,1.9,0.6,0.5,1.4,2.3,16.3
2024,NBA,KJ Martin,martike04,23.0,2TM,SF,60,2.0,746,4.7,8.7,0.536,0.4,1.4,0.286,4.3,7.4,0.582,0.558,1.1,2.0,0.537,2.0,4.3,6.3,2.5,1.1,0.6,1.5,4.8,10.8
2025,NBA,KJ Martin,martike04,24.0,2TM,PF,43,16.0,912,4.4,7.9,0.552,0.6,2.3,0.259,3.8,5.6,0.671,0.59,1.5,1.9,0.787,1.2,3.7,4.9,1.9,0.7,0.9,0.9,4.0,10.8
2023,NBA,Tyrese Martin,martity01,23.0,ATL,SG,16,0.0,66,4.9,12.5,0.391,0.5,3.8,0.143,4.4,8.7,0.5,0.413,1.1,1.1,1.0,2.7,3.8,6.5,1.1,0.5,0.0,1.1,1.1,11.5
2025,NBA,Tyrese Martin,martity01,25.0,BRK,SG,60,11.0,1315,5.2,12.7,0.406,2.7,7.7,0.351,2.5,5.0,0.492,0.513,1.3,1.6,0.793,1.6,4.4,6.0,3.3,0.9,0.2,2.0,2.1,14.3
2004,NBA,Jamal Mashburn,mashbja01,31.0,NOH,SF,19,18.0,730,7.7,19.6,0.392,0.9,3.3,0.284,6.8,16.3,0.414,0.416,3.2,3.9,0.813,0.9,4.8,5.8,2.3,0.7,0.2,1.8,2.1,19.5
2004,NBA,Desmond Mason,masonde01,26.0,MIL,SF,82,31.0,2534,5.8,12.3,0.472,0.1,0.6,0.231,5.7,11.8,0.483,0.477,5.1,6.6,0.769,1.3,3.8,5.1,2.2,0.9,0.3,2.1,2.7,16.8
2005,NBA,Desmond Mason,masonde01,27.0,MIL,SF,80,71.0,2893,5.9,13.4,0.443,0.0,0.1,0.125,5.9,13.3,0.445,0.443,5.2,6.5,0.802,1.1,2.8,3.9,2.7,0.7,0.3,2.0,2.5,17.1
2006,NBA,Desmond Mason,masonde01,28.0,NOK,SF,70,55.0,2102,4.7,11.8,0.399,0.0,0.1,0.167,4.7,11.7,0.401,0.399,3.5,5.2,0.682,1.1,4.0,5.1,1.1,0.7,0.3,1.9,2.3,13.0
2007,NBA,Desmond Mason,masonde01,29.0,NOK,SF,75,75.0,2575,5.7,12.6,0.452,0.0,0.0,,5.7,12.6,0.452,0.452,3.0,4.5,0.663,1.7,3.1,4.8,1.6,0.7,0.3,2.7,2.4,14.4
2008,NBA,Desmond Mason,masonde01,30.0,MIL,SF,59,56.0,1702,4.9,10.1,0.482,0.0,0.0,,4.9,10.1,0.482,0.482,2.4,3.7,0.659,1.6,3.8,5.4,2.6,0.8,0.6,1.8,2.2,12.1
2009,NBA,Desmond Mason,masonde01,31.0,OKC,SG,39,19.0,1064,4.2,9.6,0.435,0.0,0.1,0.0,4.2,9.5,0.44,0.435,1.6,2.9,0.541,1.4,3.9,5.3,1.6,0.5,1.0,1.9,3.2,9.9
2010,NBA,Desmond Mason,masonde01,32.0,SAC,SF,5,4.0,66,2.7,6.5,0.417,0.0,0.0,,2.7,6.5,0.417,0.417,1.6,2.2,0.75,2.2,4.9,7.1,1.1,0.5,0.5,2.2,2.7,7.1
2018,NBA,Frank Mason III,masonfr01,23.0,SAC,PG,52,2.0,984,5.3,13.9,0.379,1.1,3.1,0.36,4.1,10.8,0.384,0.42,3.4,4.2,0.817,1.1,3.7,4.8,5.4,1.2,0.4,2.4,2.6,15.1
2019,NBA,Frank Mason III,masonfr01,24.0,SAC,PG,38,0.0,435,5.9,14.0,0.42,1.2,5.3,0.219,4.7,8.7,0.543,0.462,3.2,4.7,0.684,0.5,3.1,3.6,7.0,1.3,0.3,3.0,2.8,16.1
2020,NBA,Frank Mason III,masonfr01,25.0,MIL,PG,9,0.0,118,7.0,15.6,0.451,1.8,6.4,0.286,5.2,9.2,0.567,0.51,3.1,5.2,0.588,1.5,4.3,5.8,8.8,1.5,0.3,3.4,3.4,18.9
2021,NBA,Frank Mason III,masonfr01,26.0,ORL,PG,4,1.0,79,4.1,10.9,0.375,0.9,2.3,0.4,3.2,8.7,0.368,0.417,2.3,3.2,0.714,1.4,4.1,5.5,5.5,0.0,0.0,2.3,3.2,11.4
2004,NBA,Roger Mason,masonro01,23.0,2TM,SG,26,3.0,328,3.5,10.8,0.327,1.4,4.3,0.333,2.1,6.5,0.322,0.393,2.1,2.4,0.864,0.1,3.3,3.4,2.9,1.2,0.7,2.2,4.0,10.5
2007,NBA,Roger Mason,masonro01,26.0,WAS,SG,62,0.0,492,4.3,13.1,0.33,2.4,7.5,0.324,1.9,5.6,0.338,0.422,1.0,1.2,0.875,0.5,2.8,3.3,2.6,1.0,0.4,1.4,4.8,12.1
2008,NBA,Roger Mason,masonro01,27.0,WAS,PG,80,9.0,1708,5.6,12.6,0.443,2.7,6.9,0.398,2.9,5.8,0.498,0.552,1.3,1.5,0.873,0.4,2.4,2.7,2.8,0.8,0.4,1.5,3.0,15.3
2009,NBA,Roger Mason,masonro01,28.0,SAS,SG,82,71.0,2496,5.0,11.9,0.425,2.4,5.7,0.421,2.6,6.2,0.428,0.526,1.5,1.7,0.89,0.2,3.4,3.6,2.5,0.6,0.2,1.4,2.3,14.0
2010,NBA,Roger Mason,masonro01,29.0,SAS,SG,79,5.0,1515,4.6,11.8,0.389,2.1,6.3,0.333,2.5,5.5,0.453,0.478,0.6,0.8,0.794,0.3,3.6,3.8,3.3,0.7,0.3,1.4,2.4,11.9
2011,NBA,Roger Mason,masonro01,30.0,NYK,SG,26,0.0,319,2.9,8.7,0.338,1.8,5.0,0.364,1.1,3.7,0.303,0.442,0.8,1.1,0.7,0.6,4.3,4.9,2.3,0.7,0.2,0.7,2.8,8.5
2012,NBA,Roger Mason,masonro01,31.0,WAS,SG,52,0.0,697,5.3,13.3,0.399,3.0,8.0,0.383,2.3,5.4,0.423,0.514,1.1,1.4,0.778,0.4,3.2,3.6,2.4,0.7,0.3,1.7,1.7,14.8
2013,NBA,Roger Mason,masonro01,32.0,NOH,SG,69,13.0,1219,3.9,9.0,0.433,1.9,4.7,0.415,1.9,4.3,0.452,0.541,1.2,1.3,0.907,0.3,3.6,3.9,2.2,0.8,0.3,1.5,3.1,10.9
2014,NBA,Roger Mason,masonro01,33.0,MIA,SG,25,2.0,260,3.5,9.3,0.373,2.4,6.6,0.354,1.1,2.6,0.421,0.5,1.0,1.0,1.0,0.1,2.9,3.0,2.6,0.8,0.1,1.2,3.6,10.2
2004,NBA,Tony Massenburg,masseto01,36.0,SAC,PF,59,0.0,789,4.7,10.0,0.475,0.0,0.0,0.0,4.7,9.9,0.477,0.475,2.0,2.9,0.683,2.6,6.0,8.6,1.3,0.6,0.8,2.1,6.6,11.5
2005,NBA,Tony Massenburg,masseto01,37.0,SAS,PF,61,6.0,699,3.8,9.4,0.407,0.0,0.0,,3.8,9.4,0.407,0.407,2.5,3.2,0.762,2.8,5.6,8.4,0.7,0.9,1.0,2.1,6.3,10.1
2019,NBA,Yante Maten,matenya01,22.0,MIA,PF,2,0.0,13,2.8,11.1,0.25,0.0,2.8,0.0,2.8,8.3,0.333,0.25,0.0,0.0,,2.8,5.5,8.3,0.0,2.8,0.0,0.0,0.0,5.5
2020,NBA,Garrison Mathews,mathega01,23.0,WAS,SG,18,0.0,227,3.8,8.9,0.429,3.0,7.3,0.413,0.8,1.6,0.5,0.598,4.9,5.4,0.912,1.0,2.9,3.8,1.6,1.3,0.2,1.3,5.1,15.5
2021,NBA,Garrison Mathews,mathega01,24.0,WAS,SG,64,24.0,1038,3.4,8.2,0.409,2.6,6.9,0.384,0.7,1.4,0.538,0.57,2.9,3.3,0.884,0.6,2.5,3.0,0.9,1.0,0.2,0.3,3.7,12.3
2022,NBA,Garrison Mathews,mathega01,25.0,HOU,SG,65,33.0,1712,3.9,9.7,0.399,2.9,8.1,0.36,0.9,1.6,0.6,0.55,3.0,3.8,0.794,0.7,3.3,4.0,1.3,1.2,0.5,0.9,3.5,13.7
2023,NBA,Garrison Mathews,mathega01,26.0,2TM,SG,54,0.0,686,3.8,10.5,0.363,3.3,9.4,0.35,0.5,1.1,0.476,0.52,2.5,2.8,0.906,0.6,3.3,3.8,1.4,1.3,0.3,1.0,3.3,13.5
2024,NBA,Garrison Mathews,mathega01,27.0,ATL,SG,66,5.0,992,3.7,8.2,0.456,3.1,7.0,0.44,0.7,1.2,0.545,0.644,1.2,1.5,0.81,0.6,2.7,3.3,1.3,0.7,0.3,0.7,4.2,11.8
2025,NBA,Garrison Mathews,mathega01,28.0,ATL,SG,47,2.0,830,4.4,11.1,0.397,3.7,9.5,0.39,0.7,1.7,0.436,0.562,2.8,3.4,0.821,0.6,3.2,3.8,2.6,1.1,0.7,1.3,3.5,15.3
2021,NBA,Dakota Mathias,mathida01,25.0,PHI,SG,8,2.0,123,5.6,14.0,0.396,2.3,7.6,0.308,3.2,6.4,0.5,0.479,0.6,1.8,0.333,0.3,1.8,2.0,3.8,0.3,0.9,0.3,2.0,14.0
2022,NBA,Dakota Mathias,mathida01,26.0,MEM,SG,6,0.0,16,4.5,13.5,0.333,4.5,13.5,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,4.5,4.5,2.3,2.3,0.0,0.0,2.3,13.5
2018,NBA,Mangok Mathiang,mathima01,25.0,CHO,C,4,0.0,20,7.2,12.6,0.571,0.0,0.0,,7.2,12.6,0.571,0.571,0.0,1.8,0.0,5.4,12.6,18.0,0.0,1.8,0.0,0.0,9.0,14.4
2023,NBA,Bennedict Mathurin,mathube01,20.0,IND,SG,78,17.0,2222,6.7,15.4,0.434,1.6,5.0,0.323,5.1,10.4,0.488,0.487,6.1,7.4,0.828,1.4,3.7,5.2,1.9,0.8,0.2,2.5,2.6,21.1
2024,NBA,Bennedict Mathurin,mathube01,21.0,IND,SF,59,19.0,1538,6.9,15.5,0.446,1.9,5.0,0.374,5.1,10.5,0.481,0.507,4.3,5.2,0.821,1.4,4.1,5.5,2.8,0.8,0.3,2.3,2.7,20.0
2025,NBA,Bennedict Mathurin,mathube01,22.0,IND,SF,72,49.0,2149,6.6,14.3,0.458,1.6,4.8,0.34,4.9,9.5,0.519,0.516,4.6,5.6,0.831,1.5,5.0,6.4,2.3,0.8,0.4,2.3,2.7,19.4
2025,NBA,Karlo Matković,matkoka01,23.0,NOP,PF,42,7.0,791,6.1,10.7,0.574,1.0,3.0,0.318,5.2,7.7,0.675,0.619,1.5,2.0,0.773,2.9,6.6,9.5,2.1,1.0,1.9,2.0,4.8,14.8
2010,NBA,Wesley Matthews,matthwe02,23.0,UTA,SG,82,48.0,2025,4.9,10.0,0.483,1.1,2.9,0.382,3.7,7.1,0.525,0.539,2.8,3.4,0.829,0.9,2.5,3.4,2.2,1.1,0.3,1.7,2.7,13.7
2011,NBA,Wesley Matthews,matthwe02,24.0,POR,SG,82,69.0,2758,5.7,12.8,0.449,2.0,4.9,0.407,3.7,7.8,0.476,0.528,3.5,4.1,0.844,0.6,2.7,3.4,2.1,1.3,0.1,1.8,2.5,17.0
2012,NBA,Wesley Matthews,matthwe02,25.0,POR,SG,66,53.0,2228,5.1,12.3,0.412,2.1,5.4,0.383,3.0,6.9,0.434,0.496,2.4,2.8,0.86,0.9,2.7,3.6,1.8,1.6,0.2,1.2,2.4,14.6
2013,NBA,Wesley Matthews,matthwe02,26.0,POR,SG,69,69.0,2403,5.3,12.1,0.436,2.5,6.4,0.398,2.7,5.7,0.478,0.54,2.2,2.8,0.797,0.5,2.3,2.9,2.6,1.3,0.3,1.6,2.6,15.3
