season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2014,NBA,Wesley Matthews,matthwe02,27.0,POR,SG,82,82.0,2780,5.8,13.1,0.441,2.6,6.6,0.393,3.2,6.4,0.49,0.541,3.3,3.9,0.837,0.7,3.1,3.7,2.6,1.0,0.2,1.4,2.3,17.4
2015,NBA,Wesley Matthews,matthwe02,28.0,POR,SG,60,60.0,2024,6.0,13.4,0.448,3.1,7.9,0.389,2.9,5.5,0.534,0.563,1.9,2.6,0.752,0.7,3.3,3.9,2.5,1.4,0.2,1.4,2.3,17.0
2016,NBA,Wesley Matthews,matthwe02,29.0,DAL,SF,78,78.0,2644,4.5,11.6,0.388,2.6,7.1,0.36,1.9,4.5,0.432,0.498,1.7,2.0,0.863,0.4,2.9,3.2,2.1,1.1,0.2,1.1,2.4,13.3
2017,NBA,Wesley Matthews,matthwe02,30.0,DAL,SG,73,73.0,2495,4.8,12.2,0.393,2.5,6.9,0.363,2.3,5.3,0.432,0.496,2.1,2.6,0.816,0.3,3.5,3.7,3.0,1.1,0.2,1.5,2.3,14.2
2018,NBA,Wesley Matthews,matthwe02,31.0,DAL,SF,63,63.0,2131,4.8,11.8,0.406,2.6,6.8,0.381,2.2,5.0,0.441,0.516,1.4,1.7,0.822,0.5,2.9,3.3,2.9,1.3,0.3,1.4,2.4,13.5
2019,NBA,Wesley Matthews,matthwe02,32.0,3TM,SF,69,68.0,2091,4.8,12.0,0.4,2.6,6.9,0.372,2.2,5.1,0.437,0.507,2.3,2.8,0.81,0.6,2.4,2.9,2.8,0.9,0.3,1.6,2.8,14.5
2020,NBA,Wesley Matthews,matthwe02,33.0,MIL,SG,67,67.0,1635,3.7,9.3,0.396,2.4,6.5,0.364,1.3,2.8,0.472,0.524,1.1,1.5,0.765,0.5,3.2,3.7,2.0,0.8,0.2,0.9,2.3,10.9
2021,NBA,Wesley Matthews,matthwe02,34.0,LAL,SG,58,10.0,1130,2.8,8.0,0.353,2.1,6.3,0.335,0.7,1.8,0.418,0.484,1.1,1.3,0.854,0.6,2.3,3.0,1.7,1.2,0.5,0.8,2.5,8.9
2022,NBA,Wesley Matthews,matthwe02,35.0,MIL,SG,49,14.0,1002,3.1,7.9,0.395,1.9,5.6,0.338,1.2,2.3,0.54,0.516,0.8,1.0,0.786,1.1,2.2,3.3,1.3,0.8,0.3,0.6,3.1,8.9
2023,NBA,Wesley Matthews,matthwe02,36.0,MIL,SF,52,0.0,820,2.5,7.0,0.363,1.7,5.4,0.315,0.8,1.6,0.528,0.484,1.1,1.2,0.857,1.5,3.5,5.0,1.5,0.9,0.6,0.8,3.1,7.9
2024,NBA,Wesley Matthews,matthwe02,37.0,ATL,SG,36,3.0,413,3.0,8.5,0.351,2.1,6.0,0.348,0.9,2.4,0.357,0.474,1.6,2.1,0.75,0.8,3.8,4.6,2.0,1.4,1.0,0.7,3.7,9.6
2021,NBA,Tyrese Maxey,maxeyty01,20.0,PHI,SG,61,8.0,935,7.6,16.5,0.462,1.2,4.0,0.301,6.4,12.6,0.512,0.498,2.3,2.7,0.871,0.4,3.6,4.0,4.6,1.0,0.5,1.6,3.0,18.8
2022,NBA,Tyrese Maxey,maxeyty01,21.0,PHI,PG,75,74.0,2650,6.6,13.5,0.485,1.8,4.2,0.427,4.8,9.3,0.512,0.552,2.9,3.3,0.866,0.4,2.9,3.3,4.4,0.7,0.4,1.2,2.1,17.8
2023,NBA,Tyrese Maxey,maxeyty01,22.0,PHI,SG,60,41.0,2016,7.8,16.3,0.481,2.9,6.6,0.434,5.0,9.7,0.513,0.568,3.2,3.8,0.845,0.4,2.7,3.1,3.8,0.9,0.1,1.4,2.4,21.7
2024,NBA,Tyrese Maxey,maxeyty01,23.0,PHI,PG,70,70.0,2626,8.7,19.5,0.45,2.9,7.8,0.373,5.8,11.7,0.501,0.524,4.5,5.2,0.868,0.5,3.0,3.5,5.9,0.9,0.5,1.6,2.1,24.9
2025,NBA,Tyrese Maxey,maxeyty01,24.0,PHI,PG,52,52.0,1960,8.8,20.0,0.437,3.0,8.8,0.337,5.8,11.3,0.515,0.511,4.7,5.3,0.879,0.3,2.9,3.2,5.8,1.7,0.4,2.3,2.1,25.1
2006,NBA,Jason Maxiell,maxieja01,22.0,DET,PF,26,0.0,159,5.2,12.2,0.426,0.0,0.0,,5.2,12.2,0.426,0.426,3.2,9.5,0.333,2.7,3.6,6.3,0.7,0.9,1.1,2.5,3.2,13.6
2007,NBA,Jason Maxiell,maxieja01,23.0,DET,C,67,8.0,943,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,0.5,2.7,5.2,0.526,3.4,3.7,7.1,0.5,1.1,2.3,2.0,4.2,12.8
2008,NBA,Jason Maxiell,maxieja01,24.0,DET,C,82,7.0,1768,4.9,9.1,0.538,0.0,0.0,0.0,4.9,9.1,0.539,0.538,3.5,5.5,0.633,3.6,5.2,8.8,0.9,0.4,1.9,1.4,3.7,13.3
2009,NBA,Jason Maxiell,maxieja01,25.0,DET,C,78,4.0,1408,4.7,8.2,0.575,0.0,0.0,0.0,4.7,8.2,0.577,0.575,2.1,4.0,0.532,4.3,4.0,8.3,0.6,0.6,1.6,1.2,4.0,11.6
2010,NBA,Jason Maxiell,maxieja01,26.0,DET,C,76,29.0,1550,4.9,9.6,0.511,0.0,0.0,0.0,4.9,9.6,0.512,0.511,2.1,3.6,0.574,3.7,5.6,9.3,0.9,0.8,0.9,1.6,4.1,11.9
2011,NBA,Jason Maxiell,maxieja01,27.0,DET,PF,57,14.0,930,3.6,7.3,0.492,0.0,0.0,,3.6,7.3,0.492,0.492,2.0,3.8,0.515,2.6,4.1,6.7,0.7,0.9,0.8,1.7,3.6,9.2
2012,NBA,Jason Maxiell,maxieja01,28.0,DET,PF,65,42.0,1466,4.5,9.4,0.478,0.0,0.0,0.0,4.5,9.4,0.48,0.478,1.4,2.6,0.547,3.1,5.1,8.2,1.0,0.8,1.2,1.7,3.7,10.4
2013,NBA,Jason Maxiell,maxieja01,29.0,DET,PF,72,71.0,1789,4.1,9.2,0.446,0.0,0.0,,4.1,9.2,0.446,0.446,1.8,2.9,0.621,2.7,5.5,8.2,1.1,0.6,1.9,1.6,3.5,10.0
2014,NBA,Jason Maxiell,maxieja01,30.0,ORL,PF,34,13.0,488,3.5,7.7,0.448,0.0,0.0,,3.5,7.7,0.448,0.448,1.1,2.3,0.484,2.1,4.3,6.3,0.7,0.6,1.5,1.0,3.5,8.0
2015,NBA,Jason Maxiell,maxieja01,31.0,CHO,PF,61,0.0,878,3.3,7.9,0.422,0.0,0.0,,3.3,7.9,0.422,0.422,1.7,2.9,0.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3
2010,NBA,Eric Maynor,maynoer01,22.0,2TM,PG,81,2.0,1269,4.4,10.4,0.418,0.6,2.0,0.31,3.7,8.4,0.444,0.448,1.5,2.0,0.722,0.6,3.1,3.7,7.5,1.1,0.3,2.4,3.3,10.8
2011,NBA,Eric Maynor,maynoer01,23.0,OKC,PG,82,0.0,1200,4.0,10.0,0.402,1.1,2.9,0.385,2.9,7.1,0.409,0.458,1.3,1.8,0.729,0.7,2.9,3.6,7.1,1.0,0.2,2.3,2.9,10.4
2012,NBA,Eric Maynor,maynoer01,24.0,OKC,PG,9,0.0,137,3.7,10.2,0.359,1.6,4.5,0.353,2.1,5.8,0.364,0.436,1.1,1.1,1.0,0.8,2.6,3.4,5.8,1.3,0.0,2.9,3.4,10.0
2013,NBA,Eric Maynor,maynoer01,25.0,2TM,PG,64,0.0,963,4.0,10.5,0.377,1.3,3.6,0.354,2.7,6.9,0.389,0.438,1.7,2.3,0.726,0.3,1.4,1.7,6.8,0.8,0.0,3.0,2.1,10.9
2014,NBA,Eric Maynor,maynoer01,26.0,2TM,PG,31,0.0,327,3.5,11.1,0.317,1.3,4.1,0.324,2.2,7.0,0.313,0.376,0.7,1.2,0.545,1.0,3.3,4.3,5.7,1.0,0.3,3.2,1.9,9.0
2009,NBA,O.J. Mayo,mayooj01,21.0,MEM,SG,82,82.0,3120,6.5,14.8,0.438,1.7,4.4,0.384,4.8,10.4,0.461,0.495,2.8,3.2,0.879,0.6,2.9,3.6,3.0,1.0,0.1,2.6,2.4,17.5
2010,NBA,O.J. Mayo,mayooj01,22.0,MEM,SG,82,82.0,3113,6.3,13.7,0.458,1.6,4.1,0.383,4.7,9.6,0.49,0.516,2.5,3.0,0.809,0.7,2.9,3.6,2.8,1.1,0.2,2.0,2.0,16.6
2011,NBA,O.J. Mayo,mayooj01,23.0,MEM,SG,71,17.0,1869,5.9,14.4,0.407,1.8,5.1,0.364,4.0,9.3,0.431,0.471,1.9,2.5,0.756,0.7,2.6,3.3,2.8,1.4,0.5,1.9,2.4,15.5
2012,NBA,O.J. Mayo,mayooj01,24.0,MEM,SG,66,0.0,1771,6.1,15.0,0.408,2.0,5.6,0.364,4.1,9.4,0.434,0.476,2.7,3.5,0.773,0.6,3.7,4.3,3.4,1.4,0.5,2.5,2.8,16.9
2013,NBA,O.J. Mayo,mayooj01,25.0,DAL,SG,82,82.0,2913,5.7,12.7,0.449,1.8,4.3,0.407,3.9,8.4,0.471,0.519,2.4,2.9,0.82,0.4,3.2,3.6,4.5,1.1,0.3,2.6,2.4,15.5
2014,NBA,O.J. Mayo,mayooj01,26.0,MIL,SG,52,23.0,1346,6.0,14.7,0.407,2.2,6.1,0.37,3.7,8.6,0.433,0.484,2.0,2.4,0.864,0.6,2.7,3.3,3.0,0.7,0.3,2.5,3.0,16.3
2015,NBA,O.J. Mayo,mayooj01,27.0,MIL,SG,71,15.0,1697,6.3,14.9,0.422,2.1,5.9,0.357,4.2,9.0,0.465,0.493,2.4,2.9,0.827,0.6,3.3,4.0,4.2,1.2,0.4,2.7,3.5,17.1
2016,NBA,O.J. Mayo,mayooj01,28.0,MIL,SG,41,24.0,1090,3.9,10.6,0.371,1.7,5.4,0.321,2.2,5.3,0.421,0.452,1.0,1.3,0.775,0.4,3.0,3.5,3.9,1.6,0.3,2.4,4.2,10.6
2006,NBA,Sean May,mayse01,21.0,CHA,PF,23,1.0,398,6.3,15.5,0.409,0.0,0.5,0.0,6.3,15.0,0.422,0.409,4.4,5.8,0.766,3.8,6.1,9.9,2.0,1.5,1.1,3.0,5.2,17.1
2007,NBA,Sean May,mayse01,22.0,CHA,PF,35,8.0,838,7.0,14.1,0.5,0.1,0.1,0.667,7.0,14.0,0.498,0.503,3.7,4.8,0.768,3.1,6.9,10.0,2.8,0.8,1.0,2.4,4.3,17.9
2009,NBA,Sean May,mayse01,24.0,CHA,PF,24,12.0,301,4.7,11.7,0.398,0.1,0.1,1.0,4.5,11.6,0.392,0.403,1.7,2.4,0.7,2.4,5.9,8.3,1.2,0.6,0.5,3.1,3.8,11.1
2010,NBA,Sean May,mayse01,25.0,SAC,C,37,4.0,331,5.5,12.1,0.459,0.0,0.4,0.0,5.5,11.6,0.477,0.459,2.3,3.5,0.656,2.2,5.4,7.6,1.8,1.3,0.8,2.1,5.0,13.4
2021,NBA,Skylar Mays,mayssk01,23.0,ATL,SG,33,0.0,269,5.9,13.1,0.449,1.9,5.4,0.35,4.0,7.8,0.517,0.52,2.9,3.3,0.88,1.3,3.3,4.7,4.0,1.9,0.3,1.2,2.0,16.6
2022,NBA,Skylar Mays,mayssk01,24.0,ATL,SG,28,5.0,220,5.2,10.5,0.5,1.3,4.1,0.32,3.9,6.4,0.615,0.563,1.3,1.5,0.889,0.8,3.3,4.1,2.8,1.1,0.0,1.6,1.5,13.1
2023,NBA,Skylar Mays,mayssk01,25.0,POR,PG,6,6.0,189,6.5,13.0,0.5,2.3,5.0,0.462,4.2,8.0,0.524,0.588,2.3,2.5,0.923,0.4,3.2,3.6,9.5,1.1,0.2,1.9,2.1,17.5
2024,NBA,Skylar Mays,mayssk01,26.0,2TM,SG,38,5.0,433,5.2,13.2,0.396,1.3,4.5,0.296,3.9,8.7,0.448,0.447,1.1,1.4,0.765,0.8,2.7,3.6,7.1,1.7,0.3,1.7,2.2,12.9
2009,NBA,Luc Mbah a Moute,mbahalu01,22.0,MIL,PF,82,52.0,2114,3.9,8.4,0.462,0.0,0.1,0.0,3.9,8.3,0.466,0.462,2.4,3.3,0.729,3.2,5.1,8.3,1.5,1.5,0.8,1.7,3.5,10.1
2010,NBA,Luc Mbah a Moute,mbahalu01,23.0,MIL,PF,73,62.0,1866,3.4,7.1,0.48,0.1,0.3,0.353,3.3,6.8,0.486,0.488,1.8,2.6,0.699,3.3,4.4,7.7,1.6,1.2,0.8,1.4,3.5,8.7
2011,NBA,Luc Mbah a Moute,mbahalu01,24.0,MIL,PF,79,52.0,2093,3.4,7.4,0.463,0.0,0.1,0.0,3.4,7.2,0.47,0.463,2.3,3.2,0.707,2.9,4.3,7.2,1.2,1.2,0.5,1.3,3.1,9.1
2012,NBA,Luc Mbah a Moute,mbahalu01,25.0,MIL,PF,43,22.0,1009,4.7,9.3,0.51,0.0,0.1,0.25,4.7,9.2,0.514,0.511,2.4,3.7,0.641,2.7,5.4,8.1,1.0,1.4,0.8,1.4,3.3,11.9
2013,NBA,Luc Mbah a Moute,mbahalu01,26.0,MIL,SF,58,45.0,1326,4.1,10.2,0.401,0.4,1.0,0.351,3.7,9.2,0.406,0.418,2.0,3.4,0.571,2.4,4.5,7.0,1.5,1.1,0.4,1.9,2.2,10.5
2014,NBA,Luc Mbah a Moute,mbahalu01,27.0,2TM,PF,64,7.0,1003,3.1,6.9,0.451,0.1,0.6,0.235,3.0,6.3,0.472,0.461,1.7,2.4,0.687,2.0,3.2,5.2,1.3,1.1,0.5,1.4,2.4,8.0
2015,NBA,Luc Mbah a Moute,mbahalu01,28.0,PHI,PF,67,61.0,1916,4.7,11.9,0.395,1.2,3.8,0.307,3.6,8.2,0.435,0.443,1.8,3.1,0.589,1.5,4.6,6.2,2.0,1.5,0.4,1.9,2.0,12.4
2016,NBA,Luc Mbah a Moute,mbahalu01,29.0,LAC,PF,75,61.0,1274,2.7,5.8,0.454,0.4,1.1,0.325,2.3,4.7,0.485,0.486,0.8,1.6,0.526,1.7,3.1,4.8,0.8,1.2,0.5,1.0,2.8,6.5
2017,NBA,Luc Mbah a Moute,mbahalu01,30.0,LAC,SF,80,76.0,1787,3.8,7.6,0.505,0.9,2.2,0.391,3.0,5.4,0.552,0.562,1.2,1.8,0.678,0.9,2.5,3.4,0.8,1.6,0.7,0.9,2.5,9.8
2018,NBA,Luc Mbah a Moute,mbahalu01,31.0,HOU,PF,61,15.0,1564,3.8,7.9,0.481,1.5,4.0,0.364,2.4,4.0,0.599,0.572,1.5,2.2,0.684,0.5,3.8,4.3,1.3,1.7,0.6,1.6,2.3,10.6
2019,NBA,Luc Mbah a Moute,mbahalu01,32.0,LAC,PF,4,0.0,61,4.7,10.6,0.444,1.2,3.5,0.333,3.5,7.1,0.5,0.5,1.2,3.0,0.4,1.2,3.0,4.1,1.2,0.6,0.6,1.2,4.7,11.8
2020,NBA,Luc Mbah a Moute,mbahalu01,33.0,HOU,PF,3,0.0,25,2.9,7.2,0.4,0.0,2.9,0.0,2.9,4.3,0.667,0.4,1.4,2.9,0.5,1.4,1.4,2.9,0.0,2.9,0.0,1.4,0.0,7.2
2005,NBA,D.J. Mbenga,mbengdj01,24.0,DAL,C,15,1.0,58,3.7,8.7,0.429,0.0,0.0,,3.7,8.7,0.429,0.429,1.9,2.5,0.75,1.9,3.1,5.0,0.0,0.0,3.1,3.1,8.1,9.3
2006,NBA,D.J. Mbenga,mbengdj01,25.0,DAL,C,43,1.0,237,4.9,9.1,0.533,0.0,0.2,0.0,4.9,9.0,0.542,0.533,1.5,3.0,0.5,2.9,5.6,8.5,0.3,0.9,3.8,2.4,7.1,11.2
2007,NBA,D.J. Mbenga,mbengdj01,26.0,DAL,C,21,0.0,79,2.3,7.3,0.313,0.0,0.0,,2.3,7.3,0.313,0.313,3.2,3.6,0.875,1.4,3.6,5.0,2.7,1.4,2.3,2.3,7.7,7.7
2008,NBA,D.J. Mbenga,mbengdj01,27.0,2TM,C,42,0.0,326,4.3,9.3,0.464,0.0,0.0,,4.3,9.3,0.464,0.464,0.6,1.3,0.417,3.1,4.9,8.0,1.1,0.8,2.9,1.3,7.7,9.2
2009,NBA,D.J. Mbenga,mbengdj01,28.0,LAL,C,23,0.0,181,5.4,11.3,0.474,0.0,0.2,0.0,5.4,11.1,0.482,0.474,1.4,1.6,0.875,1.8,4.4,6.2,1.8,2.0,4.8,2.6,6.6,12.1
2010,NBA,D.J. Mbenga,mbengdj01,29.0,LAL,C,49,2.0,355,4.9,10.4,0.466,0.0,0.0,,4.9,10.4,0.466,0.466,0.9,1.9,0.474,3.2,5.6,8.8,0.8,0.5,2.9,1.5,5.5,10.6
2011,NBA,D.J. Mbenga,mbengdj01,30.0,NOH,C,41,0.0,330,2.5,5.3,0.469,0.0,0.0,,2.5,5.3,0.469,0.469,1.4,2.0,0.722,3.8,5.6,9.4,0.7,0.7,2.9,2.3,5.7,6.4
2015,NBA,James Michael McAdoo,mcadoja01,22.0,GSW,PF,15,0.0,137,6.3,11.6,0.545,0.0,0.0,,6.3,11.6,0.545,0.545,3.7,6.6,0.56,3.9,5.8,9.7,0.5,1.3,2.4,1.6,5.5,16.3
2016,NBA,James Michael McAdoo,mcadoja01,23.0,GSW,PF,41,1.0,262,6.2,11.5,0.536,0.1,0.3,0.5,6.0,11.3,0.537,0.542,3.6,6.7,0.531,4.1,3.8,8.0,2.3,1.4,1.1,2.2,5.4,16.1
2017,NBA,James Michael McAdoo,mcadoja01,24.0,GSW,PF,52,2.0,457,4.9,9.2,0.53,0.2,0.6,0.25,4.7,8.6,0.55,0.538,1.7,3.3,0.5,2.7,4.5,7.2,1.4,1.4,2.3,1.5,3.7,11.6
2018,NBA,James Michael McAdoo,mcadoja01,25.0,PHI,PF,3,0.0,18,4.0,14.0,0.286,4.0,14.0,0.286,0.0,0.0,,0.429,4.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,16.0
2022,NBA,Miles McBride,mcbrimi01,21.0,NYK,PG,40,2.0,372,3.1,10.5,0.296,1.6,6.6,0.25,1.5,3.9,0.375,0.375,0.8,1.2,0.667,0.4,3.7,4.1,4.0,1.4,0.1,0.5,4.4,8.6
2023,NBA,Miles McBride,mcbrimi01,22.0,NYK,PG,64,2.0,760,3.6,10.2,0.358,1.9,6.3,0.299,1.8,3.8,0.457,0.451,1.3,2.0,0.667,0.6,1.8,2.4,3.4,1.8,0.4,1.2,2.8,10.5
2024,NBA,Miles McBride,mcbrimi01,23.0,NYK,PG,68,14.0,1328,5.6,12.3,0.452,3.0,7.2,0.41,2.6,5.1,0.511,0.572,1.2,1.4,0.86,0.8,1.9,2.7,3.1,1.4,0.2,0.8,2.9,15.2
2025,NBA,Miles McBride,mcbrimi01,24.0,NYK,PG,64,10.0,1593,5.0,12.4,0.406,2.6,7.1,0.369,2.4,5.3,0.455,0.511,1.2,1.4,0.813,1.1,2.6,3.6,4.2,1.5,0.4,0.9,2.4,13.8
2025,NBA,Jared McCain,mccaija01,20.0,PHI,SG,23,8.0,592,7.7,16.7,0.46,3.1,8.1,0.383,4.6,8.6,0.532,0.553,3.0,3.4,0.875,0.8,2.6,3.4,3.6,0.9,0.0,2.3,2.3,21.4
2014,NBA,Ray McCallum,mccalra01,22.0,SAC,PG,45,10.0,897,4.5,12.0,0.377,0.9,2.4,0.373,3.7,9.7,0.378,0.413,1.3,1.7,0.744,0.7,2.4,3.2,4.8,0.9,0.4,1.6,2.8,11.2
2015,NBA,Ray McCallum,mccalra01,23.0,SAC,PG,68,30.0,1436,5.2,11.8,0.438,0.9,2.8,0.306,4.3,9.0,0.479,0.474,1.4,2.1,0.679,1.3,3.2,4.5,4.7,1.1,0.3,2.1,2.3,12.6
2016,NBA,Ray McCallum,mccalra01,24.0,2TM,PG,41,6.0,475,4.2,11.1,0.377,1.1,3.2,0.357,3.0,7.9,0.385,0.428,0.9,1.1,0.8,0.6,3.0,3.6,4.5,0.9,0.5,1.8,2.2,10.4
2019,NBA,Tahjere McCall,mccalta01,24.0,BRK,SG,1,0.0,8,9.0,13.5,0.667,0.0,4.5,0.0,9.0,9.0,1.0,0.667,0.0,4.5,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,9.0,18.0
2006,NBA,Rashad McCants,mccanra01,21.0,MIN,SG,79,12.0,1362,6.4,14.1,0.45,1.8,4.8,0.372,4.6,9.4,0.49,0.513,2.1,2.8,0.736,0.8,3.0,3.8,1.7,1.2,0.6,2.3,4.7,16.6
2007,NBA,Rashad McCants,mccanra01,22.0,MIN,SG,37,0.0,554,4.0,11.5,0.35,1.3,4.9,0.267,2.7,6.6,0.412,0.407,2.6,3.8,0.69,0.9,2.1,3.1,2.5,1.7,0.5,2.6,4.6,12.0
2008,NBA,Rashad McCants,mccanra01,23.0,MIN,SG,75,24.0,2020,7.6,16.8,0.453,2.5,6.2,0.407,5.1,10.6,0.481,0.529,2.1,2.8,0.748,0.9,2.8,3.7,2.9,1.2,0.3,3.1,4.2,19.9
2009,NBA,Rashad McCants,mccanra01,24.0,2TM,SG,58,3.0,1101,6.3,16.0,0.393,2.1,6.2,0.333,4.2,9.8,0.431,0.458,3.5,4.6,0.759,0.7,2.9,3.6,2.2,1.5,0.5,2.1,3.4,18.1
2004,NBA,Walter McCarty,mccarwa01,29.0,BOS,PF,77,23.0,1900,3.8,9.9,0.388,2.6,6.9,0.374,1.3,3.0,0.42,0.519,1.2,1.6,0.756,0.5,4.0,4.5,2.3,1.4,0.4,1.7,3.4,11.5
2005,NBA,Walter McCarty,mccarwa01,30.0,2TM,PF,72,0.0,906,3.8,9.3,0.404,2.2,6.2,0.355,1.6,3.2,0.5,0.521,0.6,1.2,0.517,1.2,4.3,5.5,1.5,1.0,0.6,1.4,5.7,10.3
2006,NBA,Walter McCarty,mccarwa01,31.0,LAC,SF,36,1.0,353,3.4,10.1,0.333,1.0,4.6,0.222,2.3,5.5,0.426,0.384,1.2,2.1,0.571,1.5,5.4,6.9,2.3,0.8,0.5,1.9,5.3,9.0
2004,NBA,Amal McCaskill,mccasam01,30.0,PHI,C,59,3.0,636,2.7,6.6,0.402,0.0,0.1,0.0,2.7,6.6,0.405,0.402,1.1,1.5,0.704,2.7,4.8,7.5,1.1,0.7,1.1,1.4,5.0,6.4
2017,NBA,Patrick McCaw,mccawpa01,21.0,GSW,SG,71,20.0,1074,3.6,8.2,0.433,1.4,4.1,0.333,2.2,4.1,0.533,0.516,1.0,1.2,0.784,0.7,2.6,3.4,2.6,1.1,0.5,1.2,2.1,9.5
2018,NBA,Patrick McCaw,mccawpa01,22.0,GSW,SG,57,10.0,961,3.4,8.4,0.409,0.7,3.0,0.238,2.7,5.4,0.503,0.451,1.0,1.3,0.765,0.6,2.5,3.1,3.0,1.6,0.4,1.5,2.5,8.6
2019,NBA,Patrick McCaw,mccawpa01,23.0,2TM,SG,29,1.0,397,2.4,5.7,0.413,0.8,2.5,0.321,1.5,3.2,0.486,0.484,1.2,1.4,0.867,0.6,3.7,4.4,2.6,2.1,0.2,1.5,3.4,6.7
2020,NBA,Patrick McCaw,mccawpa01,24.0,TOR,SF,37,12.0,908,2.7,6.4,0.414,0.9,2.8,0.324,1.7,3.6,0.484,0.485,0.5,0.7,0.722,0.8,2.7,3.4,3.1,1.5,0.2,1.1,2.4,6.7
2021,NBA,Patrick McCaw,mccawpa01,25.0,TOR,SF,5,0.0,33,1.1,1.1,1.0,0.0,0.0,,1.1,1.1,1.0,1.0,3.3,3.3,1.0,1.1,2.2,3.3,4.4,2.2,0.0,0.0,6.5,5.5
2017,NBA,Sheldon Mac,mcclesh01,24.0,WAS,SG,30,3.0,287,3.8,9.4,0.4,0.9,3.8,0.233,2.9,5.6,0.511,0.447,2.9,3.4,0.852,0.5,3.8,4.3,1.9,1.0,0.3,0.6,2.1,11.3
2022,NBA,Mac McClung,mccluma01,23.0,2TM,PG,2,0.0,25,4.3,8.6,0.5,1.4,4.3,0.333,2.9,4.3,0.667,0.583,1.4,1.4,1.0,0.0,4.3,4.3,1.4,1.4,1.4,4.3,7.2,11.5
2023,NBA,Mac McClung,mccluma01,24.0,PHI,SG,2,0.0,41,7.9,17.6,0.45,3.5,9.7,0.364,4.4,7.9,0.556,0.55,2.6,4.4,0.6,2.6,6.1,8.8,7.9,0.0,0.0,2.6,2.6,22.0
2025,NBA,Mac McClung,mccluma01,26.0,ORL,SG,2,0.0,10,0.0,7.2,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,,0.0,3.6,3.6,10.8,0.0,0.0,0.0,7.2,0.0
2014,NBA,CJ McCollum,mccolcj01,22.0,POR,SG,38,0.0,476,5.6,13.5,0.416,2.3,6.1,0.375,3.3,7.4,0.449,0.5,1.7,2.6,0.676,0.5,3.1,3.6,2.0,1.1,0.2,2.6,4.0,15.2
2015,NBA,CJ McCollum,mccolcj01,23.0,POR,SG,62,3.0,973,5.9,13.5,0.436,2.0,5.1,0.396,3.8,8.4,0.46,0.511,1.9,2.7,0.699,0.5,2.8,3.4,2.4,1.6,0.3,1.8,3.0,15.7
2016,NBA,CJ McCollum,mccolcj01,24.0,POR,SG,80,80.0,2780,8.3,18.5,0.448,2.6,6.1,0.417,5.7,12.4,0.463,0.517,2.4,2.9,0.827,0.6,2.7,3.4,4.4,1.3,0.3,2.5,2.4,21.6
2017,NBA,CJ McCollum,mccolcj01,25.0,POR,SG,80,80.0,2796,8.9,18.6,0.48,2.4,5.7,0.421,6.5,12.9,0.506,0.544,3.5,3.8,0.912,0.8,2.9,3.7,3.7,0.9,0.5,2.2,2.6,23.7
2018,NBA,CJ McCollum,mccolcj01,26.0,POR,SG,81,81.0,2923,8.2,18.5,0.443,2.3,5.9,0.397,5.9,12.7,0.465,0.506,2.6,3.1,0.836,0.7,3.3,4.0,3.3,0.9,0.4,1.9,2.1,21.3
2019,NBA,CJ McCollum,mccolcj01,27.0,POR,SG,70,70.0,2375,8.7,18.8,0.459,2.5,6.7,0.375,6.1,12.1,0.506,0.527,2.4,2.9,0.828,0.9,3.3,4.3,3.1,0.8,0.4,1.6,2.6,22.3
2020,NBA,CJ McCollum,mccolcj01,28.0,POR,SG,70,70.0,2556,8.6,19.1,0.451,2.7,7.2,0.379,5.9,11.9,0.494,0.522,2.0,2.6,0.757,0.6,3.5,4.2,4.4,0.8,0.6,1.8,2.6,21.9
2021,NBA,CJ McCollum,mccolcj01,29.0,POR,SG,47,47.0,1600,9.1,19.9,0.458,3.8,9.5,0.402,5.3,10.4,0.509,0.554,2.4,3.0,0.812,0.7,3.5,4.2,5.0,1.0,0.5,1.5,2.0,24.5
2022,NBA,CJ McCollum,mccolcj01,30.0,2TM,PG,62,62.0,2145,9.0,19.5,0.46,3.1,7.9,0.388,5.9,11.7,0.509,0.539,1.9,2.9,0.682,0.9,3.6,4.5,5.3,1.2,0.4,2.1,2.0,23.0
2023,NBA,CJ McCollum,mccolcj01,31.0,NOP,PG,75,75.0,2649,8.0,18.3,0.437,2.9,7.4,0.389,5.1,10.9,0.469,0.515,2.5,3.2,0.769,0.7,3.7,4.5,5.8,1.0,0.5,2.5,2.1,21.3
